,Rb,Ba,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Th,Ti,Nb
ODP0185-0801C-037R-004/106-110,0.29978920653182056,8.749808795481162,0.06446790587820479,904.4754913662856,4.6816556082372465,15.661544279993096,0.5730922325238864,111.74851486317806,14.602398571288992,51.91420416332523,4.784155150957111,0.7213601584501822,49.910311360116836,6.619790772047706,2.8559306679261223,0.24434994837768267,10.001413501917432,173.0,0.1636188614167708,13664.812751198868,3.387595253452836
ODP0185-0801C-037R-005/112-114,0.6607522791930176,9.828166445153235,0.09495923687325339,817.9778429413357,4.005027005897454,12.800714601298923,0.4690488894904228,97.04538230419416,11.81197963164245,43.01599317332101,4.147854327886029,0.6280020477789999,50.239659631063034,7.218453752871463,2.681490736725928,0.18278246255846203,10.789307834315345,123.0,0.1692862004795668,11447.277348592035,3.012617979657625
ODP0185-0801C-038R-001/022-027,0.4591523875530424,8.844428975001694,0.07221648694607584,740.0458087468451,4.551174023725669,14.891692583147716,0.5633028755772205,93.91605605392157,14.273661539416489,51.64667891050845,4.829913674909524,0.7193479572028789,50.101169855737105,6.718716716495892,2.7466293245275772,0.22231948079199737,10.431532078431983,155.0,0.1672483037705696,13125.41224786207,3.293112123289527
ODP0185-0801C-038R-003/053-059,0.7699206206830331,11.427542587549748,0.103704342427577,901.4975334438049,4.957749399964921,15.095689765428752,0.5112772818228624,99.87385456705722,14.37338022012367,51.03939540984198,4.859216925035486,0.7401212279021626,50.17222829561843,6.743843747488407,2.780457090301081,0.2109760652819721,10.538898060922643,144.0,0.21226434553124843,13185.345637121713,3.347147139556069
ODP0185-0801C-042R-002/034-038,1.396980726845437,8.385877355587876,0.07937780789627809,1251.5275121861898,3.366919381202899,10.807822231226568,0.5566376648711003,111.25967316126692,10.966373423283361,39.414498599247196,3.9190501013271213,0.613547923619306,50.36385294737414,7.396212698989862,2.802165529827599,0.2022715188916833,10.71676359817235,117.00000000000001,0.1371522406227909,10308.542952658796,2.093949492088373
ODP0185-0801C-043R-001/013-015,0.7485315172534994,9.607549827826572,0.07522279095515305,1074.8459224298153,4.041827686216859,12.907318382069136,0.5737042973282857,100.68928405468644,12.802944362212907,45.90714684384126,4.612405605927017,0.7233601256476958,50.17415190324557,6.686395586975823,2.7705869524969726,0.23316324524371224,10.539789134405876,141.0,0.1651276324502954,12226.411408967408,2.674644368797606
ODP0185-0801C-043R-002/101-104,1.0591810585593033,7.703978049707591,0.06832423146560171,1095.13340427852,3.450252552444756,11.336472690579587,0.5211021373715392,105.85996806106199,11.154228377471965,38.88308480740622,3.87238845233562,0.5960647439879562,50.250709475500955,7.383439389778879,2.765137888107959,0.23406330034008924,10.839419551950074,116.0,0.1358714104744346,10368.47634191844,2.2461392282254726
ODP0185-0801C-043R-003/050-055,1.2742660242553394,11.228322499626318,0.07347792278933127,1215.5408122180174,2.9825142667911635,9.747757426998582,0.5129954055824397,111.50349991199039,8.673207007580025,31.583939411833963,3.0606301015975257,0.4948545796202147,49.98566870714976,7.583902305310954,2.61212618486553,0.11488471301803538,11.4237368442295,89.1,0.1269088198916278,8031.074160792317,1.919962135179064
ODP0185-0801C-046R-002/048-052,1.298297493436528,9.235070166354193,0.08141951961841645,1235.6839382146288,3.811377938478502,11.562220384860076,0.6441161100584082,113.68290670511186,11.279677341818127,40.70017015041186,3.920406045036419,0.593353227394171,50.33435790496187,7.178572014321854,2.9072378350678845,0.19754522567553487,10.159369970438386,125.99999999999999,0.1590565922386,10788.01006673595,2.326334472740708
ODP0185-0801C-050M-001/029-032,0.27732634150263047,7.64431110031511,0.05686914780351432,536.8626689737769,4.368982040000898,14.081864510243134,0.4210976896022731,92.83711064203933,14.635411208072707,51.59600914059566,4.906774147387771,0.7381567287904235,50.018915995476206,6.38730846389007,2.6808822222609265,0.2677904696680521,10.31777833229429,138.0,0.1504345856701751,13724.74614045851,2.911020866578094
ODP0185-0801C-052M-001/047-049,0.4273546736289759,7.8228223372521715,0.06710581250281468,750.3152854134112,4.129173128122851,13.623803639625864,0.4702557989152595,98.46146887688327,13.567132966613205,51.65013629311276,4.922733716652815,0.750254739966016,50.05007535003707,6.541124779058336,2.732064490908786,0.2523078741717874,10.04441058379287,145.0,0.1294659740632144,13005.545469342782,2.578113158106733
