,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0.1,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole,DataBase
329-U1365E-8R-2-W 117/119,,,,,,15.259430438751998,,,,,,,6.522826694183979,,,1.087960801475335,,11.06235665475736,10.577730013222476,11.899445412566816,,,10.902061783010488,11.310422310270422,,10.437538252988661,,,3.923824282224154,4.94866220152159,17.88722985721787,10.466083671517078,,,,,,3.112197110573808,10.114321935083165,,,0.4490772684556751,0.1264272482101493,,7.858929415453527,,2.905989182704702,,,,,,,,,10.558759494136163,0.26429867574115234,16.493112947658403,,11.122969656523122,,1.674157561057938,9.966451247671165,,10.904728111565484,7.45198658605705,,,9.138562540099311,10.500023571937028,,8.069767441860465,,,,,,,,,,,,,,,,,,43.9,0.74,18.3,,4.258797533370934,,3.016082219966159,,,0.12,6.43,14.82887624466572,,2.04,0.49,0.066,,5.460000000000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,107.09,37.0,107.07,107.11,A12,P12(F12),7.61,99.98487624466578,4.172281445093148,,107.07,107.11,0.15,7.5,1.5,5.0,2.0,1.0,0.0,0.0,0.0,14.828736753035216,37.23432254979242,37.23451469438752,No_database_info,36.09,U1365,U1365,No_database_info
329-U1365E-8R-2-W 119/121,,,,,,1.5105586800852588,,,,,,,7.817683508579984,,,0.10864509652390691,,13.032616621299885,12.52668014046722,14.036758641222963,,,12.85702139241013,13.585180984221923,,12.578355418567861,,,0.4003902328800157,5.9010942620317435,4.8173356098154825,12.410967080043386,,,,,,2.9079530029504355,12.300806804663333,,,0.4490772684556751,0.2225581229202261,,9.328011754549967,,0.22596165685360678,,,,,,,,,12.529759674247707,0.37981217839393655,17.176308539944905,,13.388369292170138,,1.5517273398955171,11.582632531077298,,12.975055858517596,7.862670705054213,,,11.061129027998478,12.4973173551123,,8.989664082687337,,,,,,,,,,,,,,,,,,48.71,0.86,19.66,,2.746876826309068,,3.899810856321839,,,0.12,6.59,13.19139402560455,,2.28,0.05,0.066,,1.439136518089166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,107.09,38.0,107.07,107.11,F12,,7.08,100.0465305436937,4.19005723251344,,,,,,,,,,,,,13.191254533974048,41.43352271999983,41.43374418884133,No_database_info,36.09,U1365,U1365,No_database_info
329-U1365E-8R-3-W 41/45,,,,,,0.9938013861519049,,,,,,,7.28166294521831,,,0.152604304584783,,12.110435596071227,11.550548401564557,12.946663879292009,,,11.94810731143298,12.428284477105187,,11.546032708447177,,,0.4003902328800157,5.545525210224005,3.5457404508022177,11.577403887668243,,,,,,2.7168853639590864,11.312170093068007,,,0.4490772684556751,0.1082118034439019,,8.765008868373952,,0.2953487774784328,,,,,,,,,11.678197535247111,0.30828891215231247,15.677685950413222,,12.296092013256342,,1.589420104933107,10.77454188937423,,12.04551906478406,4.0157054165959245,,,10.091341831171905,11.576356497044488,,8.408268733850129,,,,,,,,,,,,,,,,,,47.549,0.8,19.03,,2.150443955689156,,5.246600439879759,,,0.12,8.5,12.60149359886202,,2.07,0.05,0.066,,0.8787697223885591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,107.54,39.0,107.52,107.56,F13,,7.98,99.64526332125055,4.480498546894167,,107.52,107.56,0.1,4.0,0.2,3.8,0.0,0.0,0.0,0.0,0.0,12.601354107231517,41.91493513210432,41.91516928058413,No_database_info,36.53999999999999,U1365,U1365,No_database_info
329-U1365E-8R-4-W 8/10,,,,,,7.9437231725843604,,,,,,,25.47238650350183,,,1.7532982320333395,,33.08325461900794,32.154025714985025,30.484432152524427,,,32.81176981247605,35.83240743909515,,31.58448423225329,,,8.568350983632337,17.694258064826382,13.448233923143459,31.984826877561268,,,,,,9.955173323517595,33.5995249828621,,,1.0384911833037487,0.4609869954606797,,26.566875309078064,,5.947584116762871,,,,,,,,,33.5807753277256,0.7055583958443692,11.566115702479339,,33.4117331786969,,3.9070978945538104,28.14849068599018,,33.60114290446854,8.792415622143874,,,29.494561035470113,31.39132677844674,,28.940568475452196,,,,,,,,,,,,,,,,,,48.04,2.09,14.65,,5.859612269551501,,6.327348957403649,,,0.21,7.17,8.08570412517781,,2.27,1.07,0.152625,,3.380000000000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,108.63,41.0,108.62,108.64,,,12.89,100.0083291251779,7.145028281965088,,108.62,108.64,0.0,80.0,0.0,20.0,5.0,55.0,0.0,0.0,0.0,8.085381550782273,42.7813366005211,42.782069341298445,No_database_info,37.63,U1365,U1365,No_database_info
329-U1365E-8R-4-W 84/88,,,,,,4.443543920734253,,,,,,,22.29577430649296,,,0.2382900432900431,,29.40565017675574,27.974775647008272,27.137422960399242,,,28.500410379749294,33.968993846119844,,27.662438578099668,,,2.4023413972800944,18.19992305016785,5.84487782281413,27.828055524457557,,,,,,10.02331278410484,30.46286787776811,,,1.2349624882531067,0.35483586462545796,,24.469910352115726,,2.0318193034091516,,,,,,,,,29.650518052878976,0.7749721901151233,15.272727272727273,,29.442719032561392,,6.0570832187126,26.262945855349688,,29.201790985822665,8.117909592529701,,,24.229290237847604,27.840382168779115,,26.224806201550386,,,,,,,,,,,,,,,,,,51.04,1.95,14.58,,4.493577251401762,,5.423780473738414,,,0.2,6.89,10.60803698435277,,2.92,0.3,0.1815,,0.6398720255948106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,109.4,42.0,109.38,109.42,,,10.52,99.8294090099476,5.988815822719001,,109.38,109.42,0.1,1.5,1.0,0.2,0.3,0.0,0.0,0.0,0.0,10.60765338236889,37.38856362655934,37.38923235625271,No_database_info,38.400000000000006,U1365,U1365,No_database_info
329-U1365E-9R-1-W 84/88,,,,,,3.919122287892273,,,,,,,21.343610425242957,,,0.038481812480199995,,27.75946128006935,27.333923867830556,25.999388283902466,,,27.561043814283785,32.03354293693756,,26.729071694295616,,,0.7207024191840282,16.417108663315155,3.7653878429002536,27.941511320182865,,,,,,9.487959118695676,28.540770188364238,,,1.1507605004176675,0.165421267246881,,22.930176708414937,,0.20886081049554156,,,,,,,,,27.228507084377817,0.6156671687520954,14.816804407713498,,28.284122566138024,,5.012551481431017,24.377401024709197,,28.404013169917132,8.289457915850525,,,23.02739238631314,27.934491211181562,,24.413436692506462,,,,,,,,,,,,,,,,,,49.7632,1.81,13.722,,4.117446168924126,,8.050098447968287,,,0.2,6.653,11.1725106685633,,2.657,0.09,0.169125,,0.2198680791525287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,110.86,43.0,110.84,110.88,,,13.062,99.51870374771585,6.775808730911373,,110.84,110.88,0.1,3.0,0.0,1.7,0.0,1.3,0.0,0.0,0.0,11.172153221260135,35.637620703624926,35.63822223917678,No_database_info,39.86,U1365,U1365,No_database_info
329-U1365E-9R-3-W 138/142,,,,,,3.4258035187083533,,,,,,,21.471249686936996,,,0.04026677391076596,,29.31819448834742,28.438445484669742,27.275643684695446,,,28.200168736335296,33.80129953529855,,28.081182616525002,,,0.6406243726080251,17.428484476546892,4.404678571269487,28.230742986360116,,,,,,10.235250566880312,29.727569970795738,,,1.206895158974627,0.21577322092224038,,23.81181701526878,,0.6025852068165453,,,,,,,,,30.064437368487862,0.8956251618441495,14.377410468319558,,28.973733709018124,,5.612176003798248,25.724218760880976,,28.57419197879181,11.589804866100588,,,24.750348087946414,28.166088512466064,,26.266149870801033,,,,,,,,,,,,,,,,,,49.62,1.91,13.6,,4.154859367991847,,8.176626568807338,,,0.21,6.71,11.20810810810811,,2.65,0.08,0.177375,,0.119880119880018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,114.04,44.0,114.02,114.06,,,13.24,99.52536322798812,7.554332906793049,,114.02,114.06,0.1,2.0,0.0,1.4,0.3,0.3,0.0,0.0,0.0,11.207733224351136,35.39395737638667,35.394585240446055,No_database_info,43.03999999999999,U1365,U1365,No_database_info
329-U1365E-10R-1-W 46/50,,,,,,3.6780578949184046,,,,,,,21.789742556313712,,,0.03469802193873245,,28.576849247991525,28.04005898995909,26.853341260404274,,,28.02830729519185,32.891766829464764,,27.500846600846504,,,4.404292561680173,16.848537725441485,4.313260867543819,28.23899511696578,,,,,,10.1436424471535,29.257409056324388,,,1.5998377688733423,0.6286815031916745,,23.422302533880494,,0.14880860154866618,,,,,,,,,28.06130459535718,1.326325250583983,16.261707988980717,,29.033501592770826,,4.990045457923468,27.151845561223062,,29.01561998741761,8.496911048817761,,,23.536123077613134,28.396673944120938,,34.927648578811365,,,,,,,,,,,,,,,,,,49.56,2.016,13.865,,3.760124687500001,,8.54538778125,,,0.19,6.22,10.82162162162162,,2.72,0.55,0.235125,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,115.18,45.0,115.16,115.2,F14,,13.255,99.5527466216216,6.971382563859979,,115.16,115.2,0.0,3.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,10.821124682687955,35.90964118125357,35.91048152582953,No_database_info,44.18000000000001,U1365,U1365,No_database_info
329-U1365E-11R-1-W 75/78,,,,,,3.6834834181539753,,,,,,,21.07034795210781,,,1.3864980058540595,,28.78165121084358,28.216587777413068,26.723510152930345,,,27.497372654366178,32.65762788742283,,27.55377014714712,,,3.5234340493441385,17.394550052394028,3.852948092661868,27.8443665201421,,,,,,10.674860712412912,28.922406318967557,,,1.1788278296961472,0.2531387571051163,,23.443017426822884,,4.6976969682168965,,,,,,,,,28.733106377462484,0.6647602137977419,15.62534435261708,,28.449936839082724,,6.129412503090369,25.5895369872638,,29.317168936056166,11.145651399241524,,,23.993779443900497,28.75852365938536,,26.121447028423773,,,,,,,,,,,,,,,,,,48.87,1.9,14.09,,6.473516387790952,,6.224835250988144,,,0.2,6.21,10.89281650071124,,2.7,0.44,0.17325,,0.6196282230661365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,116.465,46.0,116.45,116.48,A14,P14(F14),13.39,99.48569472377736,7.406549664384077,Not exisist in PetDB,116.45,116.48,0.1,6.0,0.3,3.1,2.4,0.0,0.0,0.0,0.0,10.892450335181172,36.30200398752464,36.302626684953296,No_database_info,45.465,U1365,U1365,No_database_info
329-U1365E-11R-1-W 100/104,,,,,,3.9440546435438275,,,,,,,20.7733642888932,,,0.8873123474261984,,28.405453363467434,27.665231468549376,26.195135611303066,,,27.33189161380298,32.76202938463634,,27.0868585539329,,,2.80273163016011,17.251243765025876,4.81555173065202,27.10636499511141,,,,,,11.367740331470225,28.488473227528438,,,1.206895158974627,0.2329415884902911,,23.013301250850684,,3.122419841347349,,,,,,,,,28.19036140828873,0.6672740753655005,15.055096418732782,,27.536623354492882,,6.095332605919793,25.5895369872638,,28.31035254691616,12.260434107259638,,,24.22395194046747,27.211859332322465,,25.32299741602067,,,,,,,,,,,,,,,,,,49.43,1.9,14.01,,5.261537906025429,,6.973615884577113,,,0.21,6.54,11.11657183499289,,2.68,0.35,0.177375,,0.2397123451857506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,116.72,47.0,116.7,116.74,,,13.01,99.66365918017864,7.11808039137306,,116.7,116.74,0.1,40.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,11.116196951235915,35.91405148104603,35.91467901443152,No_database_info,45.72,U1365,U1365,No_database_info
329-U1365E-11R-2-W 0/2,,,,,,3.531914464429483,,,,,,,23.01719571557874,,,1.6707275526852956,,29.618846119700983,28.54128717707785,28.256157774427308,,,29.521675817934383,34.44062350119291,,28.239243061830496,,,5.1249949808642,17.407346593555662,6.132991492583851,29.111458796423303,,,,,,10.015979858830855,31.108011280602227,,,1.2630298175315864,0.29103911912096064,,24.89761588186778,,5.0534965388234445,,,,,,,,,29.638517289432496,0.7387900707236547,15.505509641873278,,30.265586934343048,,4.468916358555066,26.666991176201222,,29.783326158621392,24.881211024498885,,,24.00259647690657,29.303590992076792,,26.65374677002584,,,,,,,,,,,,,,,,,,49.97,1.98,14.71,,5.684039593650794,,5.324364365714286,,,0.17,6.22,10.63854907539118,,2.81,0.64,0.185625,,0.7993605115906395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,117.08,48.0,117.07,117.09,F15,,11.6,99.7235345869818,6.283077143587122,,117.07,117.09,0.1,25.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,10.638156755180391,37.36498484666675,37.36566187595449,No_database_info,46.08,U1365,U1365,No_database_info
329-U1365E-11R-2-W 2/4,,,,,,7.747042281033025,,,,,,,19.224054889275248,,,3.457127383255043,,27.168456578293398,27.12747975782623,24.667569767896982,,,25.883814620723008,31.21911106382882,,25.96006339734159,,,6.726555912384264,16.323338166525968,3.972027452428316,26.99767042298041,,,,,,11.740731728740851,26.571133193057513,,,1.206895158974627,0.27847356641102106,,21.589151248042022,,8.914090999866863,,,,,,,,,25.83447952390614,0.8583090411640343,14.72451790633609,,26.838121342245586,,7.496076882703559,24.377401024709197,,28.986166942278917,18.092977724715425,,,23.11306162228532,27.315670039123766,,24.82687338501292,,,,,,,,,,,,,,,,,,46.47,1.81,13.23,,10.60390096448354,,5.40548913196481,,,0.19,5.55,10.64871977240398,,2.54,0.84,0.177375,,1.617735170761067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,117.1,49.0,117.09,117.11,A15,P15(F15),16.61,99.68382994316504,8.784425363693167,,,,,,,,,,,,,10.648344888647006,35.112204589908764,35.11283977864743,No_database_info,46.1,U1365,U1365,No_database_info
329-U1365E-11R-2-W 89/93,,,,,,2.93324851948366,,,,,,,20.266631589727957,,,1.730044279865596,,27.176850806636562,27.00451383216007,25.21532693097581,,,25.488660632434737,30.944286371034877,,26.262164651168977,,,6.646477865808261,16.530716771474204,4.4557985382490894,27.838400070621972,,,,,,10.294922001481215,27.840191658502974,,,1.1507605004176675,0.28758235097562296,,22.308533428305967,,8.535313112674432,,,,,,,,,26.22162671772686,0.6359607788236257,15.074380165289256,,27.368639249621843,,5.808572730399048,24.646764571943553,,29.10739522674076,21.259323700746176,,,22.777216403741537,27.852795757505273,,24.002583979328165,,,,,,,,,,,,,,,,,,49.55,1.83,13.9,,7.197626191534391,,5.276136427619049,,,0.16,6.39,10.2825746799431,,2.61,0.83,0.169125,,1.278721278721138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,117.98,50.0,117.96,118.0,,,13.06,100.0604209586642,7.001901881017387,,117.96,118.0,0.1,10.0,3.5,2.5,5.0,0.0,0.0,0.0,0.0,10.282217232639937,36.78434694523301,36.78497960869211,No_database_info,46.97999999999999,U1365,U1365,No_database_info
329-U1365E-11R-3-W 77/81,,,,,,2.8765303171904604,,,,,,,19.823635811026126,,,0.12812293984687287,,23.428474494838397,23.26360131250246,20.774767486456444,,,23.15614390506691,28.715551131004773,,23.00873052860677,,,0.9609365589120377,16.955830833907395,3.0086607836405603,33.041793366471516,,,,,,12.019388937091811,28.46275997477636,,,1.1226931711391879,0.3657027420006242,,22.74766304365006,,0.43773288484059103,,,,,,,,,21.396535235814206,0.7272402598750093,14.852617079889807,,23.775713968603988,,7.602191420900551,24.512082798326375,,31.846521591177222,22.104227845004,,,16.87843832657498,32.16222905399016,,24.57105943152455,,,,,,,,,,,,,,,,,,48.862,1.82,13.59,,4.497975028490028,,7.660822474358975,,,0.23,6.9,11.67596017069701,,2.58,0.12,0.165,,0.6191332135012519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,118.8,51.0,118.78,118.82,,,13.01,99.5720933841983,11.45459777128526,,118.78,118.82,0.1,3.0,0.7,1.0,1.0,0.2,0.0,0.0,0.0,11.675611441620754,34.674181442025755,34.67474239973468,No_database_info,47.8,U1365,U1365,No_database_info
329-U1365E-12R-1-W 19/23,,,,,,4.795524910866697,,,,,,,21.924266845139364,,,0.03857688242551064,,28.534580682615562,28.086918762024553,26.847295398237275,,,28.252610069619355,32.90105882495258,,27.51435323404327,,,0.7207024191840282,16.810146276487078,4.565432137545539,29.107858740514082,,,,,,9.79695312956985,29.580785238938283,,,1.206895158974627,0.1816363739934171,,23.649514672512684,,0.19098894248400497,,,,,,,,,28.04299677260144,0.5872523221913348,14.863636363636363,,28.964059690209783,,4.7483247174901795,25.858900534498154,,29.587697840668547,8.51445509204655,,,23.578431581382688,28.803902121973724,,26.002583979328165,,,,,,,,,,,,,,,,,,50.13,1.92,13.96,,4.557870854784405,,7.048916230694036,,,0.21,6.8,11.21827880512091,,2.71,0.09,0.177375,,0.3799240151969632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,119.91,52.0,119.89,119.93,,,12.39,99.98557782031786,6.475957981925403,,119.89,119.93,0.1,2.5,0.0,1.0,1.0,0.2,0.0,0.0,0.0,11.217903921363936,35.875215052277646,35.875843471985064,No_database_info,48.91,U1365,U1365,No_database_info
329-U1365E-12R-1-W 71/76,,,,,,2.332959980252979,,,,,,,20.009213872648825,,,1.82541769427574,,23.785582726194164,23.936314942515153,21.98429860456107,,,23.694251403886398,29.207725363967718,,23.782086813068428,,,4.724604747984186,17.681752572797897,2.995387504291224,34.088441758796655,,,,,,11.354703952983693,28.029617853551585,,,1.206895158974627,0.4299962674265093,,23.286105200919263,,3.8609563381876932,,,,,,,,,21.94131263024687,0.7193958352701256,15.267217630853995,,24.423099062159153,,7.526751438867538,25.993582308115332,,33.94784239116244,22.460892331649585,,,15.45367861418788,33.080000263611495,,26.444444444444443,,,,,,,,,,,,,,,,,,48.91,1.93,14.17,,7.05293954496325,,5.901354409533075,,,0.21,6.02,10.84196301564723,,2.73,0.59,0.177375,,0.6394884092725116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,120.435,53.0,120.41,120.46,,,13.61,99.82882642491973,11.3476326346018,,120.41,120.46,0.1,20.0,3.0,13.0,4.0,0.06,0.0,0.0,0.0,10.841588131890257,36.32166257134241,36.32229718257896,No_database_info,49.435,U1365,U1365,No_database_info
329-U1365E-12R-2-W 66/68,,,,,,5.708161066120087,,,,,,,22.384778228462928,,,1.9321178849201681,,29.42922578753115,29.404493386764894,26.74462778564957,,,28.312043432733375,33.82165443071199,,28.315278234148675,,,7.527336378144295,19.166343851031694,4.818720326448154,28.70174678823042,,,,,,12.27158666747078,30.74690323519499,,,1.3472318053670254,0.24236352475189635,,24.608235779229872,,7.200344869011914,,,,,,,,,29.010841662892492,0.706589111774017,15.40771349862259,,29.44892947055687,,7.881818285882131,25.993582308115332,,31.103672562631193,26.766504525106413,,,25.01927351451036,29.587272833352024,,26.22997416020672,,,,,,,,,,,,,,,,,,47.97,1.93,14.16,,9.072206153214214,,5.092014462107208,,,0.19,5.2,10.46564722617354,,2.78,0.94,0.198,,1.038546035550293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,121.49,54.0,121.48,121.5,,,14.73,99.60219326172384,7.816566645218549,,121.48,121.5,0.1,45.0,10.0,10.0,25.0,0.1,0.0,0.0,0.0,10.465228751282032,36.51423217744008,36.51494861933832,No_database_info,50.49000000000001,U1365,U1365,No_database_info
329-U1365E-12R-3-W 17/21,,,,,,3.966047454611481,,,,,,,22.058313095790705,,,1.0952999748218697,,29.663787458616184,28.58459053893851,27.594658634668722,,,28.50871607157628,35.03033032060303,,28.152852867753996,,,4.32421451510417,17.92805003916871,5.54291966445897,28.417940462481713,,,,,,9.7781388020471,30.846130592928308,,,1.2910971468100658,0.2536275282718112,,24.447433035402376,,4.458711159802505,,,,,,,,,29.54603503052538,0.7721650182893802,16.053719008264462,,29.492301471735964,,5.634405128219955,27.205718270669934,,30.765548538112068,14.27697213286985,,,24.518709933403713,29.518227700300294,,27.29457364341085,,,,,,,,,,,,,,,,,,50.07,2.02,14.71,,5.761257212606837,,5.326868508653847,,,0.2,6.38,10.7300853485064,,2.84,0.54,0.18975,,0.7996801279487326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,122.5,55.0,122.48,122.52,,,11.68,100.1595154764552,6.28045847950639,,122.48,122.52,0.1,16.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,10.729684310068706,37.26318998689335,37.26387829576586,No_database_info,51.5,U1365,U1365,No_database_info
329-U1365E-12R-3-W 128/132,,,,,,3.006162860974243,,,,,,,19.534661506365115,,,0.040565734024846804,,27.240216855374403,26.274253718009422,24.62764555407755,,,25.696471793549478,31.462999529093235,,25.9458639656058,,,0.6406243726080251,15.712936379106962,3.7524562726750594,25.763655600108034,,,,,,9.507657365930317,27.001079364649122,,,1.1226931711391879,0.1728821066472888,,21.718336809856417,,0.5599951141460716,,,,,,,,,27.189304730331916,0.6516366872330331,14.771349862258953,,27.45503005437414,,5.194793376166966,24.512082798326375,,27.73844789919366,7.189458991613026,,,23.090031472461597,26.36775473750076,,24.03359173126615,,,,,,,,,,,,,,,,,,49.16,1.82,13.66,,4.19464282493225,,7.726821457560975,,,0.22,6.86,11.66578947368421,,2.66,0.08,0.165,,0.4593569003395184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,123.61,56.0,123.59,123.63,,,12.78,99.53014637402372,6.526343464653097,,123.59,123.63,0.6,5.7,0.0,4.9,0.0,0.8,0.0,0.0,0.0,11.665440744607954,34.72889101107396,34.72945085664761,No_database_info,52.61,U1365,U1365,No_database_info
329-U1365E-12R-4-W 60/64,,,,,,3.335892877373854,,,,,,,21.411389837794626,,,0.14506614143510851,,29.057600443522517,28.51084075292704,27.095433558008533,,,28.7920193201802,33.118946932729614,,27.81312438038963,,,1.121092652064044,16.61818903171503,3.3607554295389095,29.18593197568225,,,,,,9.677636389754094,29.60613073707349,,,1.1507605004176675,0.20810173633613105,,23.366273149725316,,0.4693879850749936,,,,,,,,,28.307939468102468,0.6600213850209726,14.771349862258953,,29.397715337853178,,5.005998196672254,25.185491666412265,,29.75695631112138,8.381005610887513,,,23.932774297972458,29.102637860068352,,24.62532299741602,,,,,,,,,,,,,,,,,,49.56,1.87,13.63,,3.771853996328691,,8.28733140330418,,,0.23,6.89,11.36066856330014,,2.55,0.14,0.169125,,0.1798201798201157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,124.3,57.0,124.28,124.32,,,12.98,99.55961374312024,7.067044457425641,,124.28,124.32,0.1,3.5,0.0,3.0,0.5,0.0,0.0,0.0,0.0,11.360311115996977,35.2812128915816,35.2818064349349,No_database_info,53.3,U1365,U1365,No_database_info
329-U1368F-2R-1-W 13/17,,,,,,48.58081390445933,,,,,,,49.92508625767904,,,1.8295375444154287,,21.462294483113432,19.058058502302714,28.485459077690066,,,26.66129737698619,36.80032597807258,,19.49553985604431,,,5.525385213744216,56.89592412395321,17.270590185133866,17.399330708661417,,,,,,62.57239484135333,43.56930694206545,,,2.273453671556856,0.3481686007561208,,42.525233547325314,,3.805799607582789,,,,,,,,,30.499976713819965,0.7649718852842953,41.267217630854,,23.336847712336585,,47.18872116301057,25.724218760880976,,19.39739865481076,55.55461857336531,,,16.90290657841577,17.80866556988993,,36.50645994832041,,,,,,,,,,,,,,,,,,47.981,1.91,16.48,,5.373965439300411,,3.55413110462963,,,0.12,6.72,10.66906116642959,,3.19,0.69,0.3341250000000001,,1.777866560127961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,9.35,58.0,9.33,9.37,A12,P1(F1),9.323,99.19505272655752,4.981180608695652,,9.33,9.37,0.3,15.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,10.668354990050172,39.35697791884177,39.35818477285837,No_database_info,0.1500000000000003,U1368,U1368,No_database_info
