,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0.1,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole,DataBase
329-U1365E-4R-3-W 10/13,,,,,,28.786688271934846,,,,,,,15.450565916009925,,,3.2731714370645046,,18.83877287238425,17.602917607570184,21.060818562117515,,,18.86261800200227,24.484780028993246,,17.209728113631908,,,8.808585123360347,12.139907313330461,16.944180474643794,17.666832066332525,,,,,,7.316838876213513,20.828086270041208,,,0.7016832319619922,0.23249684141026775,,17.028693556581832,,6.695917486151074,,,,,,,,,19.754477416951726,0.5042502747004151,18.9366391184573,,19.060532603154623,,4.546390675301128,19.12481185363926,,17.85796227872452,24.870165627435686,,,14.485203744183337,17.709728358975457,,19.568475452196385,,,,,,,,,,,,,,,,,,47.44,1.42,15.56,,8.061266362290684,,3.094860273938385,,,0.16,6.2,11.35049786628734,,2.63,1.1,0.103125,,2.459016393442574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,88.415,15.0,88.4,88.43,,,11.5,99.9226392597299,6.589194793388431,,88.4,88.43,0.2,17.0,0.0,10.0,6.0,1.0,0.0,0.0,0.0,11.35027991061468,37.30103945935927,37.30139382086289,No_database_info,17.415000000000006,U1365,U1365,No_database_info
329-U1365E-5R-1-W 8/12,,,,,,15.240987483436701,,,,,,,16.928455167871963,,,5.148727894396729,,20.77125285807336,19.65461476110231,22.28839756592293,,,20.714159773322454,25.915486394682944,,19.578145950377454,,,7.527336378144295,13.445598842594254,30.928713017873328,19.10950216729091,,,,,,8.294706769655289,23.559554545620575,,,0.9262218661898298,0.31700990791178074,,18.999003981331157,,6.436412097094941,,,,,,,,,22.29138738731729,0.5193984746186546,17.702479338842977,,21.366353230614486,,4.9764719337175,19.663538948107973,,20.35578017646817,15.779303931124113,,,17.02129319388282,18.97022183590994,,20.558139534883722,,,,,,,,,,,,,,,,,,49.39,1.46,15.59,,4.576475534269902,,3.531172019157089,,,0.13,7.46,11.1877667140825,,2.73,0.94,0.136125,,2.259548090381808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,90.6,16.0,90.58,90.62,A6,P6(F6),8.5,99.78343980446432,4.96935900045544,,90.58,90.62,0.5,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.187479012594588,37.62056163567644,37.62103652672317,No_database_info,19.599999999999994,U1365,U1365,No_database_info
329-U1365E-5R-2-W 89/93,,,,,,1.5234272463044498,,,,,,,16.973928534229103,,,0.22476760826835904,,20.316729774203818,19.282797090163506,21.47150066976281,,,20.898270642558018,24.648545071023257,,19.376633135401256,,,0.8808585123360345,12.647712240422718,4.521604040081047,19.1955453521572,,,,,,7.274452824281288,22.7423228540034,,,0.8700872076328706,0.6266240090744591,,18.333199157426822,,0.7251186533114066,,,,,,,,,21.441616039083844,0.5844600670478093,17.695592286501377,,21.1294160280204,,3.8154160598643587,18.855448306404906,,19.779288633779192,6.755915115409937,,,16.625144792463125,19.219514967528593,,19.744186046511626,,,,,,,,,,,,,,,,,,48.98,1.4,14.68,,2.99704348552466,,7.238660863027805,,,0.18,7.85,12.00142247510669,,2.48,0.11,0.127875,,0.7391130643228643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,92.04,17.0,92.02,92.06,F6,,11.04,99.58841053942956,6.11056669117086,,92.02,92.06,0.2,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.001152210072592,36.06892756257491,36.06936305185238,No_database_info,21.039999999999992,U1365,U1365,No_database_info
329-U1365E-5R-3-W 29/33,,,,,,2.179055222230302,,,,,,,17.74476239244853,,,0.07017194936164095,,20.683090655616216,19.834378477554935,23.100071291555274,,,20.98466772434355,27.433970219571922,,19.883591171239665,,,0.7207024191840282,14.179855219087019,5.939446871671398,19.789056143604927,,,,,,8.613778326903793,24.21226841077698,,,0.9542891954683099,0.27967463362532974,,19.916790162376756,,0.44234135496456467,,,,,,,,,22.80405717394505,0.5780619285084675,19.230027548209367,,21.224241372487775,,5.07877000345682,20.740993137045397,,20.167582823456115,5.8453168876755,,,16.709744695198378,19.84034515929147,,22.142118863049095,,,,,,,,,,,,,,,,,,49.46,1.54,16.09,,3.854649263525304,,5.026815662827226,,,0.13,7.71,10.75042674253201,,2.99,0.09,0.14025,,1.418864908073607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,92.79,18.0,92.77,92.81,,,9.44,99.7595416506056,5.470449944371474,,92.77,92.81,0.0,8.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,10.750130322817194,39.57923433042888,39.57975905757533,No_database_info,21.789999999999992,U1365,U1365,No_database_info
329-U1365E-5R-4-W 53/57,,,,,,50.67749237698726,,,,,,,15.771341796250164,,,5.047388887926827,,19.13916353960848,18.048943289161013,21.09037360856657,,,19.03835124271729,25.786629717801503,,17.816234574886042,,,14.25389229052856,12.183544938685403,16.00491499128207,18.224322478830008,,,,,,7.6108098242878475,21.321117718615003,,,0.7578178905189518,0.26170713189255684,,17.126577496520326,,9.702535595404678,,,,,,,,,20.63220749677382,0.48686170387251604,17.464187327823694,,19.43129827577851,,4.272207115048289,19.93290249534233,,18.78558060954117,19.17930956561321,,,14.777526295978987,17.996261834098433,,20.76485788113695,,,,,,,,,,,,,,,,,,47.34,1.48,15.22,,7.488575277777778,,3.62828225,,,0.18,6.44,10.22155049786629,,2.42,1.78,0.111375,,2.918832467013317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,94.36,19.0,94.34,94.38,,,11.52,99.6317579648796,6.480899917317188,,94.34,94.38,0.1,10.0,0.0,7.0,3.0,0.1,0.0,0.0,0.0,10.221315105739816,38.32541341855021,38.325826463783066,No_database_info,23.36,U1365,U1365,No_database_info
329-U1365E-5R-4-W 86/90,,,,,,19.094128851904188,,,,,,,9.90891771465887,,,1.3990119934917926,,15.205028363940503,14.809182627775444,15.98206463796054,,,14.81614953804741,17.009869777932195,,14.608522948993013,,,7.927726611024312,7.732364088854126,26.871321251376738,14.62676250203851,,,,,,3.489626697732721,14.615962373049705,,,0.5894139148480737,0.14346823565023267,,11.551271892745664,,4.560128808753112,,,,,,,,,15.124506946223706,0.33234022391825324,14.056473829201101,,15.390992643153343,,2.877392049862262,14.276268003420855,,14.750360734171133,10.912179157442374,,,12.735177444113134,14.46313327633857,,12.638242894056846,,,,,,,,,,,,,,,,,,48.29,1.06,16.06,,5.289056567427194,,3.609849089315527,,,0.16,8.26,11.02503556187767,,2.28,0.99,0.086625,,2.477027566919778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,94.69,20.0,94.67,94.71,,,9.3,99.98868812879743,5.29861042699341,,94.67,94.71,0.1,16.5,0.5,5.0,9.0,2.0,0.0,0.0,0.0,11.024852479112637,39.23958179571339,39.23990094667083,No_database_info,23.69,U1365,U1365,No_database_info
329-U1365E-5R-4-W 144/149,,,,,,1.2509995734785335,,,,,,,9.806497718120863,,,0.1066250410350431,,15.596186172413768,15.107552360583105,15.680067953444663,,,15.351731788087168,16.542310924889467,,14.955210857740674,,,0.560546326032022,7.433141353355093,7.419905154982987,15.068857676796032,,,,,,3.636455010745021,14.82105754225308,,,0.5894139148480737,0.1067339470673999,,11.516517581100567,,0.24476716088342518,,,,,,,,,14.94766032268015,0.3478578696661016,13.385674931129477,,15.942068585035102,,2.283891510552676,13.737540908952145,,15.590895966129766,3.916335336474588,,,12.960014807683336,15.18285739585635,,12.14470284237726,,,,,,,,,,,,,,,,,,48.7,1.02,15.49,,2.93029799293832,,5.903731806355512,,,0.15,8.96,12.02176386913229,,2.34,0.07,0.086625,,1.679328268692516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,95.275,21.0,95.25,95.3,,,9.49,100.0077171378248,5.1708058370442,,95.25,95.3,0.5,5.0,0.5,4.1,0.0,0.4,0.0,0.0,0.0,12.021580786367256,37.53037930035899,37.53068199686797,No_database_info,24.27500000000001,U1365,U1365,No_database_info
329-U1365E-6R-1-W 8/12,,,,,,29.26796566117742,,,,,,,14.04720491554967,,,1.5003411251709462,,14.732871229536126,13.436150217677215,17.525785670039223,,,15.22265278472552,21.26435028199964,,13.471126236891047,,,13.052721591888512,11.557022540146985,8.49990034488695,13.550661740562493,,,,,,5.814913971777854,17.839229911115766,,,0.729750561240472,0.5185837991514874,,14.528402787723874,,5.724874188745854,,,,,,,,,16.056117691798704,0.40868566232572506,22.10330578512397,,15.08163101629269,,6.210519147966306,16.70053992853006,,14.172823561519445,40.36928601667317,,,10.946193498447466,13.55193875011317,,16.9328165374677,,,,,,,,,,,,,,,,,,48.23,1.24,18.75,,7.550955774807827,,2.285139802672956,,,0.17,3.39,11.1775960170697,,2.76,1.63,0.10725,,2.038369304556397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,95.3,22.0,95.28,95.32,,,10.09,99.5832153216261,5.643834029642505,,95.28,95.32,1.5,9.0,0.0,5.0,2.5,1.5,0.0,0.0,0.0,11.177369343170133,41.31975971656088,41.32013500200516,No_database_info,24.3,U1365,U1365,No_database_info
329-U1365E-6R-1-W 26/30,,,,,,2.469110733003202,,,,,,,9.410700153143544,,,0.15057806232863405,,14.985678395172622,14.434762107760458,15.26701551322241,,,14.695287899769797,15.803513142137552,,14.301618963997099,,,0.6406243726080251,7.130383006349321,7.99117550976386,14.57858305820577,,,,,,3.3254522417581605,14.175132730089503,,,0.5613465855695939,0.16554963591677224,,11.043357967547326,,0.34399702730628023,,,,,,,,,14.345348067018092,0.3039324536691862,13.106060606060607,,15.29181458323104,,2.0645501109923274,13.468177361717789,,14.91687925788368,3.5486761275272123,,,12.543691346953592,14.535975588065583,,11.61498708010336,,,,,,,,,,,,,,,,,,47.981,1.0,15.325,,2.753649491525422,,6.179715457627119,,,0.16,9.51,11.85903271692745,,2.21,0.08,0.0825,,1.797483523067773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,95.48,23.0,95.46,95.5,,,9.62,99.62501623999522,5.111114469103126,,95.46,95.5,4.0,4.5,0.5,3.8,0.0,0.2,0.0,0.0,0.0,11.858858352389325,37.73764571656018,37.737940330053846,No_database_info,24.47999999999999,U1365,U1365,No_database_info
329-U1365E-6R-2-W 19/23,,,,,,8.648536972628785,,,,,,,8.666892607353425,,,0.18248417512958723,,14.421750406287861,13.904925743065878,14.713560334997839,,,13.773901240686547,15.370484496670676,,13.513575780061386,,,0.9609365589120377,7.076049257512785,6.87690188518291,13.693228118911675,,,,,,3.2785386845209863,13.318438743327958,,,0.5052119270126345,0.12492371729115197,,10.448345389558897,,0.9572185742551316,,,,,,,,,13.973188150990365,0.5249384627746274,15.709366391184574,,14.506689904138307,,2.519249389022648,12.929450267249077,,14.30171896532486,12.295021986970674,,,12.001557824104204,13.563810762311144,,11.147286821705427,,,,,,,,,,,,,,,,,,48.077,0.96,15.881,,3.011515930062043,,4.976535662944162,,,0.15,7.98,13.36429587482219,,2.43,0.12,0.07425,,2.098321342925562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,96.79,24.0,96.77,96.81,,,8.541,99.67586721774778,4.702113377677565,,96.77,96.81,0.1,16.0,0.5,6.0,3.0,6.5,0.0,0.0,0.0,13.364138946737874,35.84277138583835,35.843002204408194,No_database_info,25.789999999999992,U1365,U1365,No_database_info
329-U1365E-6R-2-W 99/103,,,,,,0.8386097681065111,,,,,,,9.491010080901106,,,0.15626199624635,,15.073652573057783,14.512396997625498,15.471297989913376,,,14.771558019892746,15.846955076365703,,14.441139692213369,,,0.4003902328800157,7.194736616771545,3.2192640914812736,14.637340997898953,,,,,,3.2347007255232976,14.270580693441408,,,0.5613465855695939,0.11150912659411077,,11.097313958449654,,0.3658109551418981,,,,,,,,,14.319996560571052,0.3885706045841914,13.633608815426998,,15.363830179496128,,2.065925316078345,13.468177361717789,,15.047401949024314,3.5391345543507002,,,12.57903580843272,14.572776562102804,,11.291989664082688,,,,,,,,,,,,,,,,,,48.764,1.0,15.65,,2.595322206332994,,6.331210014300306,,,0.15,9.05,12.5099573257468,,2.23,0.05,0.0825,,0.4994007191371136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,97.59,25.0,97.57,97.61,,,9.63,99.61585804488392,5.157241309660175,,97.57,97.61,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,12.509782961208671,37.15728165533244,37.1575613453183,No_database_info,26.590000000000003,U1365,U1365,No_database_info
329-U1365E-6R-4-W 8/10,,,,,,7.782054334925415,,,,,,,8.676530409066125,,,2.120417366274886,,14.567365648977784,13.925421497721432,14.958143689625691,,,13.805305996132264,16.179697005854493,,13.93182818751684,,,7.046868098688277,6.947261568463042,16.3391139889329,14.101719751904161,,,,,,3.5811167272485136,13.392535880249836,,,0.5052119270126345,0.1831889143734952,,10.36947295604791,,5.901994787489975,,,,,,,,,13.947201419656208,0.3333628869548265,13.825068870523417,,14.377827874470517,,2.2938922505360795,13.468177361717789,,14.293110431696478,13.245548188453013,,,12.108825440374456,13.868276921579074,,11.62532299741602,,,,,,,,,,,,,,,,,,45.292,1.0,14.988,,7.37953379057296,,3.447419588484337,,,0.13,6.99,13.15071123755334,,2.13,0.88,0.07425,,3.976818545164008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,99.04,26.0,99.03,99.05,A7,P7(F7),11.21,99.82177978271734,5.907848555770471,,,,,,,,,,,,,13.150554309469024,34.5702920301843,34.57051954406622,No_database_info,28.039999999999992,U1365,U1365,No_database_info
329-U1365E-6R-4-W 10/12,,,,,,2.2904296454277433,,,,,,,10.606575847094911,,,0.14074152657507022,,16.321897745764147,15.563684826788283,16.847469010592743,,,16.208262991611285,17.418708164912225,,15.548006745904274,,,1.3613267917920535,7.97557247326646,8.040294270864477,15.006073370730618,,,,,,3.374773209596464,15.967950738650517,,,0.6174812441265533,0.14958923293604418,,12.385104845382443,,0.7626117409089992,,,,,,,,,15.980357179665218,0.3460753453098803,14.665289256198347,,16.7084438309056,,1.9990032318573827,14.680313324272388,,15.856932417000895,5.541025445941663,,,13.648615203692502,15.284540201719352,,13.002583979328165,,,,,,,,,,,,,,,,,,49.69,1.09,16.43,,2.878757784686242,,4.114117993782383,,,0.15,8.33,12.40825035561878,,2.54,0.17,0.09075,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,99.06,27.0,99.05,99.07,F7,,7.45,99.7290003556188,4.170494933041398,,,,,,,,,,,,,12.40805855462684,37.89801523163335,37.898320085472136,No_database_info,28.06,U1365,U1365,No_database_info
329-U1365E-6R-4-W 19/23,,,,,,53.203468727630366,,,,,,,7.7823253044574825,,,2.3408156419226533,,12.588446118164162,12.07308016586026,13.900157186364085,,,12.331014726989427,13.66646381514925,,12.008763099060054,,,20.90037015633682,7.384694650645519,30.110715166965537,12.687996316413317,,,,,,4.861826018858297,12.399977505126232,,,0.5332792562911142,0.7611611567293048,,9.762985997238685,,10.02754222378607,,,,,,,,,12.647357452074845,0.30357378375630306,14.56060606060606,,12.845155031905064,,4.4337195759373245,11.717314304694476,,12.873457825076843,23.114898807195924,,,10.695081354790796,12.04977918879936,,10.472868217054264,,,,,,,,,,,,,,,,,,46.023,0.87,16.457,,4.754558628770043,,2.830897234106962,,,0.13,8.78,9.041749644381223,,1.48,2.61,0.078375,,6.656006396162413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,99.16,28.0,99.14,99.18,A8,P8(F8),7.9,100.0261310405436,4.668584144886862,,99.14,99.18,0.2,29.0,0.0,20.0,5.0,4.0,0.0,0.0,0.0,9.041583998070005,43.130334492273214,43.13067493349281,No_database_info,28.16,U1365,U1365,No_database_info
329-U1365E-7R-1-W 41/45,,,,,,1.3092502221843572,,,,,,,8.11358734105615,,,0.16986854640570906,,13.118885635781192,12.625648381074193,13.845802941426507,,,12.927476964459455,13.783471152670712,,12.535066076638557,,,0.4003902328800157,6.1187420266528445,3.78436439693298,12.502403281714095,,,,,,2.661866347869963,12.458884368308354,,,0.47714459773415485,0.2745177663211894,,9.61650677656003,,0.35820126159850507,,,,,,,,,12.770546061012583,0.2530140672939377,15.774104683195592,,13.419500930629372,,1.655253614421162,11.717314304694476,,13.009046468188131,2.858971501182475,,,10.99645436963305,12.532933626207646,,10.304909560723514,,,,,,,,,,,,,,,,,,47.648,0.87,18.437,,2.451247702392657,,5.317877067846608,,,0.13,8.5,12.47944523470839,,2.14,0.05,0.070125,,0.999200639488388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,100.63,29.0,100.61,100.65,F8,,8.36,99.68377087419678,4.609902835601017,,100.61,100.65,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.47929702485098,41.24449363595901,41.24474227158738,No_database_info,29.629999999999995,U1365,U1365,No_database_info
329-U1365E-7R-2-W 131/135,,,,,,10.895493147420776,,,,,,,7.476933476586983,,,1.5594231617373697,,12.215733159448078,11.854140586865492,12.9033828656734,,,12.133844316591782,12.583741745643422,,11.72420384758645,,,7.447258331568293,5.956057983276283,29.370577993416834,12.046084057815568,,,,,,2.817066100157178,11.378488707085758,,,0.47714459773415485,0.35576467944591916,,8.835399263921449,,5.209478973710457,,,,,,,,,12.180229651768183,0.3080520195838433,15.066115702479339,,12.419443193909023,,1.731013181392862,11.043905436608586,,12.47248799414697,16.9232981809884,,,10.387732730294497,11.815429139971181,,8.979328165374676,,,,,,,,,,,,,,,,,,44.83,0.82,17.94,,6.693475980832583,,3.002871617250675,,,0.1,6.84,11.96073968705548,,2.0,0.93,0.070125,,4.43733759744149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,102.32,30.0,102.3,102.34,,,10.03,99.95820228449698,5.387975378376626,,,,,,,,,,,,,11.96059147719807,40.78774870822502,40.78799860389939,No_database_info,31.319999999999997,U1365,U1365,No_database_info
329-U1365E-7R-3-W 0/2,,,,,,18.835404116871388,,,,,,,6.708229728996491,,,2.503446798231469,,11.136932098908282,10.525231079351922,12.444055829228242,,,11.19843035254383,12.172189745942871,,10.526351347752493,,,15.695297128896616,5.964370102471367,21.992912428031794,10.049072707670545,,,,,,4.268648218034756,10.77771311189682,,,0.5052119270126345,0.40578958222530964,,8.385708900784708,,8.416017760871604,,,,,,,,,10.99801705869453,0.24065956810979727,15.53581267217631,,11.514201945010319,,2.4037058369881206,10.77454188937423,,10.619585016095993,13.5817979771094,,,9.03214725472654,10.225759693110664,,9.077519379844961,,,,,,,,,,,,,,,,,,45.49,0.8,19.93,,5.408993745925303,,2.079905628667226,,,0.07,4.57,11.51322901849218,,2.01,1.96,0.07425,,5.817672930827783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,102.36,31.0,102.35,102.37,F9,,7.72,99.95515194931995,4.68698442517144,,102.35,102.37,0.1,58.0,0.0,34.0,14.0,10.0,0.0,0.0,0.2,11.513072090407864,43.05332440096891,43.05358977070443,No_database_info,31.36,U1365,U1365,No_database_info
329-U1365E-7R-3-W 2/4,,,,,,98.33467080117194,,,,,,,6.009498511783095,,,3.460928738513884,,10.099622429748193,9.584872919359968,11.274091587463671,,,9.365078420873937,14.647523559568938,,9.388577717736947,,,56.29486674293022,11.07640632695177,23.61590665101152,10.757774349339213,,,,,,11.639277353667756,10.696670016629037,,,0.42100993917719537,0.4963458106166235,,9.238980477461284,,18.318536152140815,,,,,,,,,10.347920090912183,0.25441923357299073,17.80853994490358,,10.09423122561563,,7.918935868158424,13.064132040866255,,10.638696772900088,52.14002494456763,,,6.949342437536032,10.973617144371476,,11.527131782945736,,,,,,,,,,,,,,,,,,45.487,0.97,17.01,,8.308168026533997,,0.6046487761194029,,,0.04,4.32,6.021052631578947,,0.99,7.03,0.061875,,9.454327403558024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,102.38,32.0,102.37,102.39,A9,P9(F9),8.98,100.364255035137,5.053403487816327,,,,,,,,,,,,,6.020921858175352,45.731673443113344,45.73196578701196,No_database_info,31.379999999999995,U1365,U1365,No_database_info
329-U1365E-7R-4-W 0/4,,,,,,6.832786644816469,,,,,,,6.779055130061287,,,0.1902301838902101,,11.158321023405133,10.726481692788859,12.342707300514814,,,11.045888122542546,11.518063938258631,,10.63367633010597,,,0.4003902328800157,5.091495364151553,4.517701820746652,10.645339734390896,,,,,,3.1759104950378365,10.593210295430753,,,0.42100993917719537,0.23950657134867656,,7.989899678439382,,0.3515958255574568,,,,,,,,,10.698595019966302,0.2608295458428524,16.28374655647383,,11.484873796751636,,1.7148693144778515,9.966451247671165,,11.08010676834084,2.2769033664888623,,,9.44399233094284,10.82049965397924,,8.485788113695092,,,,,,,,,,,,,,,,,,47.3,0.74,19.9,,2.063212292409028,,4.803108936831875,,,0.12,8.21,12.74388335704125,,2.0,0.05,0.061875,,1.298182544437777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,103.82,33.0,103.8,103.84,F10,,7.4,99.82394090147903,4.263668780962984,,103.8,103.84,0.1,2.0,0.1,1.9,0.0,0.1,0.0,0.0,0.0,12.743752583637654,42.87387155117117,42.87409118333368,No_database_info,32.81999999999999,U1365,U1365,No_database_info
329-U1365E-8R-1-W 41/47,,,,,,259.5622509026243,,,,,,,6.095600935402536,,,2.8655982170507213,,9.836573609238398,9.713291641518241,14.449943673581537,,,9.57231319511705,15.755286696899681,,9.233003361516753,,,47.246047479841856,12.459382470514507,15.424698647109171,10.623463259459296,,,,,,12.113248455872506,11.070446500292329,,,0.3087406220632767,0.3003269609320153,,9.40094729278925,,15.17316907675195,,,,,,,,,9.913606962388908,0.2772474744736734,17.646005509641874,,9.841319269204977,,9.586580640146261,13.737540908952145,,10.532987211536213,50.19868899256165,,,7.018871139346859,10.632969261065423,,12.206718346253231,,,,,,,,,,,,,,,,,,48.132,1.02,18.449,,7.896711941747574,,0.8849592524271845,,,0.07,4.01,6.193954480796586,,1.51,5.9,0.045375,,5.951667665268767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,105.4375,35.0,105.41,105.465,A11,P11(F11),8.88,100.1619971460654,5.17456267226332,,105.41,105.465,0.3,70.0,3.0,35.0,25.0,7.0,0.0,0.0,0.5,6.193858580300616,47.81893608081126,47.81915219921989,No_database_info,34.4375,U1365,U1365,No_database_info
329-U1365E-8R-2-W 49/53,,,,,,1.7554407070183644,,,,,,,8.109044688541223,,,0.1476183477732702,,13.445137101274938,12.993311419652343,14.302687995119564,,,13.27982959607803,13.984947651492956,,12.852114923234986,,,0.48046827945601883,6.135441569947794,4.747696310345753,12.790017046102932,,,,,,2.7090775657463855,12.555999767443968,,,0.47714459773415485,0.27022448291869705,,9.647603172901706,,0.3090605633099454,,,,,,,,,12.965411552006065,0.3188820352927673,15.179063360881544,,13.746162976521058,,1.6568983425455932,11.851996078311654,,13.2975191105807,3.101042069403375,,,11.281739758048873,12.899217193717858,,9.509043927648579,,,,,,,,,,,,,,,,,,47.51,0.88,17.71,,2.210000000000001,,5.85,,,0.14,9.14,12.0522759601707,,2.18,0.06,0.070125,,1.198801198801244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South,,,,106.41,36.0,106.39,106.43,F11,,8.71,99.65120215897196,4.847656293279873,,106.39,106.43,0.1,4.5,0.0,4.4,0.0,0.1,0.0,0.0,0.0,12.052127750313293,40.9246315737768,40.92488641679888,No_database_info,35.41,U1365,U1365,No_database_info
