,Rb,Ba,Th,U,Nb,K,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Ti,La,Ce
ODP0129-0801C-006R-003/042-045,14.397351371558873,0.24878042856770952,0.5512455139559703,4.921478646058249,1.6337325582295774,6.530856215074675,0.5030486513557236,1.223600008716972,1.131069911929728,0.846836282959486,1.4472065144392792,1.5249847233201757,1.0044757302704972,0.2766291345294722,1.3465334622940797,0.6819428708413805,1.325102904985319,1.0,1.0,1.0,1.0
ODP0129-0801C-007R-003/043-048,20.576486039120017,1.021040808622958,0.2878280184888379,14.158724837434816,0.2900361627119387,3.1039685124141094,0.7265915404528753,1.4287417970642575,0.8577918879217515,1.1282888173448522,0.5708890301669995,0.5866857408405205,0.8417304465480263,0.7858362798863021,0.9853577709739916,1.4728727799695827,1.88289403554233,1.0,1.0,1.0,1.0
ODP0129-0801C-009R-004/001-004,0.1461677435137624,1.185052674615483,1.3138182018905213,1.0251600090591255,1.1584118621795876,0.19999704406951244,0.3099223038927703,1.2495678407188302,0.9823569154040372,1.0086767910228114,0.9236137261369219,0.9270758642600423,0.9694629871925545,0.8323652889094869,1.0160595560884276,0.5662564532508689,1.1999006504634966,1.0,1.0,1.0,1.0
ODP0129-0801C-011R-002/145-148,15.438960510650935,1.2798431556700431,1.2584715763260375,1.0958007637317149,1.3406307713327115,0.9242203674715115,0.8365021423939771,1.2392878910059288,0.9580771851387648,1.042393916886697,0.9676459524847157,0.996627066576019,0.9474946328356489,0.762459314711612,0.8892445796668724,0.49605501848697303,1.354263676432529,1.0,1.0,1.0,1.0
ODP0129-0801C-012R-002/111-113,3.169698579549753,0.9073994394865111,1.082528416963079,2.309279821408285,1.3144629821998677,0.5630342453053033,0.7314488676349693,1.5559238012065248,0.9466521381941346,1.1275718696963224,0.9540058848540502,0.9729766518546217,0.8381408633381441,0.8628758746270377,0.825426412659022,1.1597031645794709,2.009157146223177,1.0,1.0,1.0,1.0
ODP0185-0801C-014R-001/086-088,1.0205979790842705,1.640974105051346,1.5003730597399658,1.1494949389614195,1.6392015056950922,0.37959840951614654,1.456698720785494,1.1963840182335839,0.9726717034953563,1.0313252152189127,0.9627787190425627,0.9908415351229748,0.9585205745052505,1.0090910326232194,0.9584117315960389,1.1281447904933288,1.1643773709023195,1.0,1.0,1.0,1.0
ODP0185-0801C-015R-002/117-120,9.835164350813134,1.7376929000335923,0.8885139324763326,5.367294538293973,1.3789105884562185,2.11961124657918,1.0584376667355817,1.653860964115315,0.9585786216922093,0.9489734345977199,0.7566849657409788,0.7676534155452633,0.9949992919090656,0.6832581648042875,1.2672565067176729,0.9113613757248482,0.9712190451098447,1.0,1.0,1.0,1.0
ODP0185-0801C-015R-007/096-099,3.0114381167509454,1.3523577875874893,1.462245671552477,2.6394235075941768,1.4523290379488734,0.8750675060666263,1.0838635460305979,1.5006304429082458,0.8897957695295018,0.6140054464304187,0.6649237725784394,0.6300174775852471,0.8737910911908853,0.8842866346602203,1.0991014001595714,1.139009575130639,0.6331781296335041,1.0,1.0,1.0,1.0
ODP0185-0801C-016R-002/027-031,84.60430308250211,1.1753824513875697,0.8990187231964434,8.612962848045672,0.8219220485901123,12.670156360254014,0.9110856065197349,1.2419846763768865,1.0533129581927834,1.418127942648229,1.050126328171799,1.094953444317446,0.8448273163516108,0.7961236735568439,0.7627763459848091,1.2642426953405437,1.3029129397309736,1.0,1.0,1.0,1.0
ODP0185-0801C-016R-002/082-086,21.717936500810403,1.2635138218194812,1.7727871408298512,4.669800860798379,1.3493740400463918,4.159228219094688,1.5565077292303886,1.7969989434497777,0.9815922160460907,0.972376795839065,0.8596422330092949,0.8348799102579734,0.9832074055326526,0.4885240209381941,1.1839717146334152,0.9806023602133376,1.3638223357256476,1.0,1.0,1.0,1.0
ODP0185-0801C-016R-005/062-065,2.0176210900179266,0.5602304786031536,0.7601692235602314,15.510524844581946,0.8814943320836548,1.2273060177515145,0.6206877063902455,0.8236882132499513,1.074874383293927,1.1309514924370196,1.0878619330728536,1.1576003155862413,0.9365243341084571,0.3725246731423876,0.680561875028253,1.581291485603968,1.8884803756234017,1.0,1.0,1.0,1.0
ODP0185-0801C-018R-001/064-069,1.049830418082044,1.3241109298751494,1.447681387435365,1.7229404339033652,1.3819387827586125,0.4650333255126505,0.6758271474003437,1.343300997725052,0.9979912129539585,1.0479454821075027,0.966831821166535,0.964908075688523,0.9507182942896154,0.9874142042483866,1.0133109480646907,0.8040907537346282,1.0803920081397884,1.0,1.0,1.0,1.0
ODP0185-0801C-021R-002/086-089,2.7096665276274114,0.4795863177423471,0.7422754555178258,8.68033724056342,0.9236984296981947,0.5480473469024852,0.42937676037058947,0.9508808281227548,1.1098714158452938,1.48607420314293,1.3268702946907438,1.4459619283238887,0.8614826150172328,0.8267492133341395,0.8642329815269184,1.1603715314487886,1.7329199069105354,1.0,1.0,1.0,1.0
ODP0185-0801C-023R-003/080-084,0.4929293577469015,1.0335241304832892,1.4562649699912311,1.4051428110819177,1.3941513759865112,0.4674238785192646,0.652439814174723,1.2170690647994544,0.9795231602206208,0.9764342166532586,0.9681995026743099,0.9683150485231495,0.9618137860990014,1.0349357959951173,1.0703708107731178,0.9016910517925547,1.050791608109114,1.0,1.0,1.0,1.0
ODP0185-0801C-024R-001/046-049,5.826944762397824,1.0220814466920478,1.463237929287477,5.124406732902301,1.4826230627678547,0.5874487701061061,1.1202220931549698,1.1504429634602626,0.9971225379799316,1.0677379198078094,0.9806926446022295,1.0509244547317176,0.9544156093362863,1.0078647320728589,0.9944643443932464,0.8300610581685742,1.0066886703447029,1.0,1.0,1.0,1.0
ODP0185-0801C-025R-001/010-013,0.3110286696990351,0.9232195773469973,1.2417545678711297,0.7926964290628112,1.2967368207921024,0.2392712027329739,1.0506399074148092,1.1584628391171998,1.0173080345045002,1.0928332570209303,0.995148125184263,1.0673571547757512,0.968296155477279,0.9835978473482917,0.9594243772030275,0.6851874660638456,1.0972333302722728,1.0,1.0,1.0,1.0
ODP0185-0801C-027R-003/066-069,5.014637123428905,1.3535587822259594,1.4449020817503677,4.336302190647713,1.4933326999304632,0.5992847158471966,1.036552833400293,1.2419563238054943,0.9772913462214989,1.1072847013045473,0.984633974873969,1.0058573634365267,0.9501962077896793,0.8109636791360535,0.8782121534146118,1.0611204713300708,1.4002586780065425,1.0,1.0,1.0,1.0
ODP0185-0801C-028R-001/110-114,5.304411655311511,0.8188753546300928,1.0809095810976725,1.1911425741044013,1.1353497222198305,2.1174124303260795,0.7116245088292324,0.9964016848903108,1.0603306391062788,1.2409120853843019,0.9394357245919662,1.0099651873278988,0.9671398972275008,1.0955475918677233,0.8835501500634141,1.2162660993879457,1.129532080773511,1.0,1.0,1.0,1.0
