,Rb,Ba,Th,U,Nb,K,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Ti,La,Ce
ODP0129-0801C-006R-003/037-042,1.3337327268492938,13.7057280083432,0.15251873897222826,0.060200540536297455,1.6803522797677684,764.1825171364941,0.13854619266657078,80.03506017271617,5.275581958715861,23.631984222379852,2.6402063756652705,0.39746175631627606,50.35223471045368,8.107472085083902,2.0631205293453765,0.07207422124705179,11.276233900623373,47.99999999999999,5873.472147445129,1.83,5.19
ODP0129-0801C-007R-001/053-058,2.599697868677854,21.93411418019355,0.2849029933071953,0.14521863298376467,3.936152521752933,2278.839919180135,0.9812109840096559,143.75192057430004,12.899756789996752,35.3469267932869,3.811412444546963,0.562257998269967,49.42483954154551,7.185561286308275,2.8186337697284407,0.18783951010343303,11.004626911548394,118.99999999999999,11567.144127111324,5.37,15.129999999999999
ODP0129-0801C-007R-001/099-105,0.4848163654822902,10.320129792434447,0.16741612136766068,0.09458006555532786,2.956527834395476,855.0520108410002,0.48983097474422627,95.72325444784516,11.328350314043213,42.36577627741293,4.133927874554278,0.6271595867773437,50.52946378991586,7.011081992791855,2.7651326690605136,0.17561024314592932,10.410321141142338,120.0,11746.944294890258,3.63,11.2
ODP0129-0801C-007R-003/000-005,0.9167614043946475,13.454313531360516,0.22474563120847105,0.09980603267240401,3.155750098883198,1123.99902413039,0.5562375684185238,112.68364499005915,12.189650021772792,41.56515033892755,4.275080497879858,0.6305817201304591,50.07249200881451,6.960141426594983,2.743098458270029,0.17011165997572864,10.918454478451027,118.99999999999999,11806.8776841499,4.36,12.66
ODP0129-0801C-007R-004/077-083,0.5072285017088732,9.896655895383743,0.1979930099341287,0.09141008234088786,2.915790508333688,816.0108344556963,0.4248266528103177,92.77181666244043,11.738593755651088,42.247560587243235,4.095607239165465,0.6252598740285671,50.42753689085878,6.736839583947366,2.786444236599223,0.18439119648076352,10.158801817382361,120.0,12046.611241188475,3.71,11.4
ODP0129-0801C-007R-004/137-142,1.7246636172390253,13.50500304791857,0.22080338395356383,0.1015935347296445,3.0041956775480374,1452.9833816293806,0.6801795055897225,115.74460635781774,12.111209050850336,41.476599917541876,4.173447432276071,0.6207564092114382,50.268044963987926,7.016678256759989,2.77422063088774,0.17046841636333257,11.010646576533071,116.0,11447.277348592035,4.41,13.02
ODP0129-0801C-008R-001/065-067,0.3580747441820188,9.362850446001692,0.15274361362790978,0.06839802765205569,2.4260466264701908,793.911446169461,0.4985672309036047,105.65987970352647,12.884706679449065,45.21285175092044,4.294676975810082,0.6510255100178133,50.180427142441374,6.684549199258121,2.7848836809076167,0.2196089000571518,10.105877112160664,112.0,13125.41224786207,4.04,12.8
ODP0129-0801C-008R-001/101-106,1.123602967531807,12.786069742978526,0.21903544738571548,0.10074226697912225,2.9326895410302867,1233.3029935401776,0.6644893968354633,113.03946401167511,12.088335268761417,41.42545097948736,4.160833026419829,0.6318758924083702,50.25230860064988,7.078506370450243,2.7283154418418674,0.1695155442153364,11.022317292527415,116.0,11387.343959332391,4.26,12.75
ODP0129-0801C-008R-002/078-080,0.42664458579643616,8.207014356101942,0.14170382173956048,0.08745084647710447,2.1941493210305816,816.5613747001661,0.3889126660944161,92.973155529228,11.101182516300963,42.94448739381741,4.050426227310933,0.6338391709101161,50.36326339454464,7.123209435266585,2.7012080868743813,0.18880034909140866,10.678581203596424,113.0,11327.410570072747,3.3399999999999994,10.7
ODP0129-0801C-008R-002/133-139,0.5508924382218535,11.434077445043625,0.2014652262481626,0.08704096968497513,2.947017031986184,834.4288634662436,0.4813969368282958,97.17516351455116,11.157859405313939,41.63202360684726,4.133122586261534,0.6322666761590866,50.64953782729784,7.068318075833206,2.7734131082129223,0.16077423714333702,10.481415026987436,116.0,11447.277348592035,3.7200000000000006,11.3
ODP0129-0801C-009R-005/020-024,0.35796578096756554,6.800710705100979,0.13199995878162632,0.07254497556060145,2.142073603165842,705.7934590502496,0.44135517637514865,90.97520674042634,8.981697544183465,37.098630355546135,3.720030950539188,0.5567973876367597,50.24401036222432,7.087949621615143,2.643781570821999,0.15914111883262594,10.305456563518819,95.0,10248.609563399152,2.75,8.8
ODP0129-0801C-010R-001/055-060,0.423488184201746,9.679646041889132,0.18134693617457237,0.08608755678195743,2.6597607866498945,639.1545694546412,0.4045394093010835,102.47882115686865,10.239575351373345,36.86799133612473,3.633878886868932,0.5530055961723921,50.72156431601982,7.288172823318883,2.6964868019366244,0.14363634398646294,10.425587958117312,97.0,9709.209060062354,3.48,10.78
ODP0129-0801C-010R-006/067-070,0.28664200456759104,8.566393857628409,0.15722440856954628,0.07565039316225211,2.676442747520646,656.2696650194775,0.20769948125662843,88.71237294727449,10.184714904973157,39.53954347695383,3.782014172500858,0.572816486515206,50.538486707162804,7.085397695975868,2.6703897654860143,0.15809706138806812,10.55472854607894,101.00000000000001,10668.14328821666,3.26,10.08
ODP0129-0801C-011R-002/121-126,0.6504170399584038,13.41113133583956,0.23443999858118852,0.12597726500346948,3.568765997185474,1311.8626571255234,0.4063316981777751,102.80004441030655,14.32897759054543,51.94013045116761,5.057449620740194,0.757490339843074,50.193218455249976,6.376000487321323,2.786206090186467,0.19734537774783545,10.477088425658442,141.0,13125.41224786207,4.94,14.71
