,Rb,Ba,Th,U,Nb,K,La,Ce,Pb,Sr,Nd,Zr,Ti,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO
329-U1365E-12R-3-W 128/132,1.4716560778226122,-0.34955206860881205,-0.34053120573123774,-0.09627362634735404,0.47619107754796763,-1.0274642029332526,,,-2.8349809861206987,0.22668716576756953,0.7765831091901187,,,-0.3038638578200743,1.5385636235674767,1.199912798540649,-0.7021101728220387,-1.1253049621462727,-0.16421973909297405,-0.014797358266382371,2.085422715161913
329-U1365E-12R-4-W 60/64,0.7481070727846332,0.0023495576990097966,0.10013619610276425,0.41198012005608,0.3533003795351064,-0.605266702078445,,,-5.978258401314082,-0.12468203763823826,1.2440671229891063,,,-0.1883244030734499,2.324195651778828,2.1265026189587335,-0.3110743839013921,-0.98496608665541,-0.27638201535748363,-0.07483833642024454,2.3273445539290165
329-U1368F-2R-1-W 13/17,-3.520510181803017,-0.11001451405860152,-2.0277164007074777,0.39512091699452867,4.609935601608907,-8.385490636472472,,,-3.691177689304439,-1.0104579123943331,1.805124940886797,,,-0.3312374666016167,1.2847967633217028,1.3148562858787267,-1.4970084457685715,-1.072475273404991,0.5991088954603145,0.064124117636923,-0.08924265558894184
329-U1368F-2R-2-W 13/17,-5.875117717787351,-2.0009534417400054,-2.0196670524863993,0.45219513941898626,4.419114453853595,-10.331321558023534,,,-0.7110401890062565,-0.44278856418302404,1.3119981899381905,,,-0.5985022314263002,0.9385099807637385,1.0391376920356743,-1.7576915927203984,-0.4312326925330261,0.5283253140726378,0.07299757644966459,0.7198986958664157
329-U1368F-2R-2-W 134/138,-1.8924672900551283,1.9036525231011439,-1.8585700392714095,-1.1777606361352646,5.798821489155898,-5.218021033885616,,,-5.273081107337303,0.9855035493826847,0.9406403721352792,,,-0.6392419868992434,0.9169610827994399,0.8280318882460396,-2.07327690762002,0.05288318338030962,0.5620878403093208,0.07013733110671855,-0.42898361609847235
329-U1368F-2R-3-W 110/115,-1.8481143098569746,-2.6688836955893898,-3.2574796341030474,-2.796642507218479,6.204007104360386,-7.9964830932154385,,,1.0237047136117958,0.723751277133978,0.8358159000523226,,,-0.7498232847317601,0.19870145575323672,0.17630947714740586,-1.9737300971410718,-0.47437221394066853,0.482621986272477,0.05658957485951449,0.6963561868441577
329-U1368F-2R-4-W 61/64,-1.9115614473393556,-2.1138745530458998,-3.018470176763101,-4.596183956114066,4.458026562991902,-7.337852648747312,,,-3.122163866652201,0.6024676904008857,0.9436266641274607,,,-1.3429000864955123,-0.611034995596591,-0.7004781564123528,-3.556829299590177,6.884552278770757,-0.22558938230529657,0.057799791507926884,-2.5298194281692945
329-U1368F-2R-4-W 86/90,-8.360367121026094,-5.163465871078104,-5.129252441719213,-7.729057607818669,6.588438169528084,-15.418957009575404,,,-8.902438199317187,-3.6348269632421513,1.126519152046905,,,-1.294117482054566,-0.0931242039936464,-0.11711629279132652,-4.050426827129499,8.138527387575667,-0.45328228719136554,0.03395421713020358,-2.4072680344019837
329-U1368F-3R-1-W 19/21,7.193804285557338,-0.01720252106930875,-0.34949701480149686,0.45870846522183584,0.7627078815883346,2.426601753688608,,,-1.7871799729931297,1.1294139450601834,2.035365635608132,,,0.8720237551754195,2.518659441601214,2.714079567653572,0.5839580507129654,-1.0286990502419417,0.11435396319327218,-0.004151637202145786,0.4434063110425299
329-U1368F-3R-1-W 21/23,15.864355546212899,-0.5565246839396765,-0.22116010635215577,4.355259839571319,0.4059916740840199,5.71947131000852,,,-1.131767999880502,0.6949497645772746,1.4435967944759387,,,0.3130366599908232,1.8282743987276504,1.8565133386335955,-0.6203158950411307,-1.5069490474488028,-0.11724801727839029,-0.005204444756035709,0.6382597282972036
329-U1368F-4R-1-W 23/27,2.0256295061729563,-1.8815389233711357,-0.11985602218501112,0.48834501983604994,0.6382989213828267,-0.29084654984133484,,,0.7186895875669332,-1.4847014471783044,1.2240756891695312,,,0.16306415551709108,2.4943732956399884,2.5047904484637815,-0.005938506802493748,-1.3072707264425567,-0.15080763057544377,-0.027621632733789814,0.4802853406351577
329-U1368F-4R-1-W 66/68,10.625474511336161,-2.622944902642866,-1.4357330940408515,20.45690735779952,0.04278446887084453,1.7545887180378292,,,-1.0858261648758756,-0.7306209623067046,2.1520601263543995,,,4.038086302064915,5.765324211126761,5.694793672040991,-0.26168253221319304,-1.8551041220827686,0.2814278927763776,0.0013503242673220672,0.5966330479609265
329-U1368F-4R-1-W 129/131,14.08133898286501,-0.7251754709795293,0.036457659899166384,5.207122367871839,0.8377812212527154,4.0285075894604905,,,-0.24629526437366422,0.6518256287021593,1.2258341362356031,,,-0.4333484521457738,0.47800080232418374,0.5978139902582509,-1.7374278038635538,-1.9825209232637437,0.00830870845570475,-0.010060237447728076,0.583838688202384
329-U1368F-4R-1-W 131/133,13.728685285287414,-0.27399400563134213,-0.622192421061762,-2.019273589692017,0.721416463963954,3.9358839273574024,,,-1.4679368321686788,0.648357344039832,2.0935776024402646,,,1.0266182534430985,2.3567102000862103,2.440709672761141,-0.2461601130873845,-1.1307889388304941,0.13182388388385924,-0.0053812145005815715,0.23226770680210151
329-U1368F-4R-2-W 14/16,4.15481324259311,0.6965597190386692,-0.8735515889175485,-0.5308198332045935,0.3932198354703713,3.158488821005402,,,-2.6457410467402447,0.9093807543635775,2.2154781881178653,,,1.610705880255086,2.7711663799212882,2.796966207378043,1.4864988344505576,-0.9475509993760953,0.031411561046116976,-0.005508316308674849,0.26335415818435415
329-U1368F-5R-1-W 30/34,0.2737456301491339,-1.7909936193663643,-0.16067528548296384,-0.8316862653428787,0.6774065229647457,-0.04123222001417082,,,-3.2741065444910618,0.10751070376158722,1.8582525855927372,,,0.8229483031268074,2.264905462318696,2.2265683083373595,0.7336751857769386,-1.0572965937691219,0.14770051529956252,-0.016499630678556088,0.6213403387099419
329-U1368F-5R-2-W 64/69,-0.9253055621182442,-1.5908652429295562,-0.4528093457480873,-0.024885843049465173,0.9964449429646463,-1.659065295418003,,,-1.9555576796981153,0.162690489153011,1.8262760741768727,,,0.874543764550678,2.230156307442096,2.595804252319688,0.05479065479594425,-0.7999844311727893,0.06541559150290555,-0.009923432006466337,-0.19496898341840208
