SAMPLE ID,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,DataBase,SAMPLE_INFO
ODP0129-0801C-012R-003/032-037,,,,,,3.147803691515238,,,,,,,8.056338028169014,,,25.31645569620253,,,,9.88095238095238,,,,12.135922330097088,,,,,1.32822798275097,6.302765647743813,,9.45945945945946,,,,,,9.817671809256662,14.032496307237812,,,8.728228891121764,70.42253521126761,,,,1.574803149606299,,,,,,,,,10.608108108108107,,5.734597156398104,5.365853658536585,11.481481481481481,,1.8823529411764706,10.603599638244736,,,28.57142857142857,,,10.76923076923077,9.574036511156185,,12.767857142857144,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.42,2.3,13.25,,3.63,,8.78,,,0.22,6.8,11.3,,2.79,0.04,0.19,,1.22,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,74.0,,,,,56.0,,,574.0,,101.0,,,,,,,0.51,,0.51,,pacific_plate_west_ref,32.0,37.0,34.5,590.58,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-012R-003/057-062,,,,,,3.5770496494491346,,,,,,,7.436619718309859,,,37.974683544303794,,,,9.821428571428571,,,,12.394822006472491,,,,,2.65645596550194,6.273653566229984,,9.45945945945946,,,,,,9.817671809256662,10.339734121122598,,,5.512565615445324,84.50704225352113,,,,3.149606299212598,,,,,,,,,10.878378378378379,,5.639810426540284,5.609756097560975,11.481481481481481,,1.647058823529412,10.557497031121931,,,19.047619047619047,,,10.76923076923077,9.553752535496958,,12.857142857142858,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.9,2.29,13.58,,4.61,,7.96,,,0.22,6.83,11.11,,2.82,0.08,0.12,,1.07,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,73.0,,,,,60.0,,,623.0,,108.0,,,,,,,0.79,,0.79,,pacific_plate_west_ref,57.0,62.0,59.5,590.83,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-015R-007/031-034,,,,,,2.260695378451853,,,,,,,7.436619718309859,,,7.151898734177215,,8.059701492537314,7.187500000000001,9.345238095238095,,,1.6124161073825503,7.993527508090615,,7.682926829268292,,,17.565815071881573,5.880640465793304,4.14375,6.121621621621622,,,,,,5.483870967741936,9.30576070901034,,,12.21952044757047,15.492957746478876,,8.58695652173913,,6.771653543307086,,,,,,,,,9.684684684684685,,7.535545023696682,6.951219512195121,50.648148148148145,,2.4705882352941173,11.756164816314815,,,22.857142857142854,,,8.857142857142858,6.288032454361055,,7.598214285714286,,ODP0185,"HAUFF, 2003; KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN; MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.1,2.55,20.42,,5.65,,,,,0.149,2.02,14.26,,3.82,0.529,0.266,,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,195.0,,,,,42.9,,,,,18.9,,,,,,,,,,,pacific_plate_west_ref,31.0,34.0,32.5,621.69,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-034R-001/093-096,,,,,,1.7169838317355846,,,,,,,9.690140845070422,,,15.696202531645568,,12.510176390773406,11.770833333333334,11.19047619047619,,,13.37248322147651,14.110032362459549,,12.195121951219512,,,5.910614523241816,7.554585152838428,6.624999999999999,11.716216216216218,,,,,,6.32538569424965,12.1122599704579,,,11.43857365204905,9.859154929577466,,11.1231884057971,,7.4015748031496065,,,,,,,,,12.612612612612612,,5.592417061611374,7.634146341463414,13.425925925925926,,2.941176470588235,11.110728316595571,,,37.61904761904762,,,14.065934065934066,11.440162271805272,,14.642857142857144,,ODP0185,"HAUFF, 2003; KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN; MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.93,2.41,13.8,,15.68,,,,,0.202,6.88,10.22,,2.85,0.178,0.249,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,55.8,,,,,56.9,,,,,117.0,,,,,,,,,,,pacific_plate_west_ref,93.0,96.0,94.5,786.23,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-040R-001/024-027,,,,,,0.9443411074545714,,,,,,,5.915492957746479,,,50.379746835443036,,7.978290366350068,7.979166666666667,6.9642857142857135,,,1.483221476510067,8.155339805825243,,8.109756097560975,,,19.259305749889062,5.007278020378457,6.312499999999999,8.0,,,,,,3.899018232819074,7.23781388478582,,,7.028521159692789,4.225352112676057,,6.666666666666666,,29.448818897637793,,,,,,,,,7.657657657657658,,5.545023696682464,4.658536585365853,45.55555555555556,,1.647058823529412,7.330314532525709,,,78.57142857142857,,,10.065934065934066,7.606490872210953,,9.285714285714286,,ODP0185,"HAUFF, 2003; KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN; MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,42.13,1.59,10.82,,11.47,,,,,0.388,6.25,23.89,,2.07,0.58,0.153,,15.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,46.8,,,,,32.8,,,,,74.4,,,,,,,,,,,pacific_plate_west_ref,24.0,27.0,25.5,841.74,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-044R-003/023-026,,,,,,2.518242953212191,,,,,,,8.0,,,29.11392405063291,,10.50203527815468,10.125000000000002,9.761904761904761,,,11.208053691275168,11.585760517799352,,10.426829268292682,,,12.385725939152794,6.724890829694322,6.19375,9.864864864864865,,,,,,5.301542776998597,9.970457902511077,,,9.784803967415451,4.225352112676057,,9.166666666666666,,13.858267716535433,,,,,,,,,10.585585585585585,,6.303317535545023,6.487804878048781,11.018518518518517,,2.4705882352941173,9.543239674420263,,,70.0,,,12.417582417582418,9.574036511156185,,11.785714285714286,,ODP0185,"HAUFF, 2003; KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN; MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.16,2.07,14.38,,13.39,,,,,0.227,6.4,12.63,,3.06,0.373,0.213,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,30.7,,,,,57.2,,,,,118.0,,,,,,,,,,,pacific_plate_west_ref,23.0,26.0,24.5,881.79,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-037R-001/036-038,,,,,,83.13063385319788,,,,,,,24.95774647887324,,,168.35443037974682,,6.621438263229308,5.479166666666667,9.583333333333334,,,1.3859060402684564,10.485436893203884,,5.890243902439024,,,242.401606852052,31.004366812227072,22.25,4.391891891891892,,,,,,56.80224403927069,16.76514032496307,,,20.48836887073846,33.23943661971831,,21.304347826086953,,133.2283464566929,,,,,,,,,10.563063063063064,,6.350710900473933,68.53658536585365,45.925925925925924,,25.29411764705882,12.309396101788455,,,47.095238095238095,,,6.835164835164836,4.462474645030427,,15.089285714285715,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,59.69,2.67,19.57,,3.91,,,,,0.191,2.65,1.4,,2.34,7.3,0.446,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,283.0,,,,,57.6,,,,,61.1,,,,,,,,,,,pacific_plate_west_ref,36.0,38.0,37.0,461.86,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-041R-001/026-030,,,,,,64.52997567606238,,,,,,,36.95774647887324,,,39.24050632911392,,8.53459972862958,6.354166666666667,14.702380952380953,,,1.895973154362416,21.197411003236244,,7.012195121951219,,,79.6936789650582,43.37700145560407,15.0,5.22972972972973,,,,,,75.3155680224404,25.110782865583456,,,31.697252288810613,26.760563380281692,,30.79710144927536,,77.48031496062993,,,,,,,,,16.486486486486488,,25.781990521327014,86.09756097560975,68.14814814814815,,38.23529411764706,14.614526457928616,,,48.095238095238095,,,7.230769230769231,5.212981744421906,,27.67857142857143,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.92,3.17,16.76,,10.66,,,,,0.154,5.18,8.61,,3.53,2.4,0.69,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,28.8,,,,,40.7,,,,,87.0,,,,,,,,,,,pacific_plate_west_ref,26.0,30.0,28.0,483.26,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-041R-002/074-079,,,,,,61.239089998569185,,,,,,,36.845070422535215,,,42.91139240506329,,8.453188602442335,6.354166666666667,14.404761904761903,,,1.895973154362416,20.614886731391586,,7.073170731707316,,,93.97212977963112,43.8136826783115,14.75,5.310810810810811,,,,,,74.61430575035064,25.03692762186115,,,31.74319033560599,31.971830985915496,,30.6159420289855,,90.86614173228347,,,,,,,,,16.35135135135135,,25.16587677725118,84.63414634146342,67.12962962962963,,38.0,13.969089958209366,,,44.095238095238095,,,7.186813186813188,5.294117647058823,,25.17857142857143,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.7,3.03,16.82,,10.9,,,,,0.171,5.1,8.95,,3.46,2.83,0.691,,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,34.4,,,,,40.7,,,,,90.3,,,,,,,,,,,pacific_plate_west_ref,74.0,79.0,76.5,485.24,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-043R-003/111-114,,,,,,60.66676205465732,,,,,,,40.0,,,57.21518987341772,,10.447761194029852,7.500000000000001,17.738095238095237,,,2.38255033557047,15.436893203883495,,8.658536585365853,,,122.52903140877696,51.2372634643377,7.125,6.297297297297298,,,,,,64.09537166900421,30.132939438700145,,,36.61262329591604,31.408450704225356,,35.57971014492753,,88.66141732283464,,,,,,,,,20.923423423423422,,15.545023696682463,75.85365853658536,88.51851851851852,,32.11764705882353,15.25996295764786,,,160.95238095238093,,,10.835164835164836,6.004056795131846,,25.53571428571429,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.77,3.31,16.85,,8.02,,,,,0.549,5.86,9.8,,2.95,3.69,0.797,,11.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,61.5,,,,,77.0,,,,,68.9,,,,,,,,,,,pacific_plate_west_ref,111.0,114.0,112.5,496.09,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-001R-005/033-035,,,,,,106.45299756760625,,,,,,,35.21126760563381,,,48.48101265822785,,8.670284938941656,6.5625,14.761904761904761,,,1.9295302013422817,20.93851132686084,,7.1951219512195115,,,84.67453390037433,41.193595342066956,12.937499999999998,5.432432432432433,,,,,,69.7054698457223,24.37223042836041,,,31.329747914447598,32.25352112676057,,29.637681159420286,,80.62992125984252,,,,,,,,,16.32882882882883,,16.540284360189574,80.24390243902438,68.14814814814815,,34.11764705882353,14.337910815191796,,,45.8095238095238,,,7.604395604395605,5.476673427991887,,27.67857142857143,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.61,3.11,17.23,,10.99,,,,,0.162,5.16,6.58,,5.02,2.55,0.682,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,24.3,,,,,51.0,,,,,83.5,,,,,,,,,,,pacific_plate_west_ref,33.0,35.0,34.0,498.88,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-002R-005/024-028,,,,,,78.98125625983688,,,,,,,40.732394366197184,,,34.936708860759495,,9.60651289009498,7.5625,14.940476190476188,,,2.1140939597315436,22.815533980582526,,8.170731707317072,,,122.19697441308922,48.180494905385736,6.687499999999999,6.54054054054054,,,,,,80.08415147265077,27.104874446085674,,,35.32635798564546,39.29577464788733,,33.55072463768116,,90.23622047244093,,,,,,,,,17.52252252252252,,19.24170616113744,86.09756097560975,73.24074074074075,,42.23529411764705,9.128316210315035,,,74.76190476190476,,,8.901098901098901,6.511156186612576,,35.625,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.88,1.98,14.17,,9.16,,,,,0.327,7.41,11.84,,4.04,3.68,0.769,,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,12.0,,,,,7.8,,,,,90.0,,,,,,,,,,,pacific_plate_west_ref,24.0,28.0,26.0,508.73,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-005R-001/095-098,,,,,,25.754757476033767,,,,,,,2.563380281690141,,,84.55696202531645,,4.233378561736771,3.8125000000000004,4.886904761904761,,,0.8221476510067114,5.339805825242718,,4.085365853658536,,,268.9661665070714,1.9796215429403201,21.6875,3.3513513513513513,,,,,,0.3842917251051894,4.039881831610044,,,3.9185153916457183,3.4647887323943665,,3.4637681159420284,,123.62204724409449,,,,,,,,,4.481981981981982,,4.213270142180095,0.9487804878048779,26.203703703703706,,0.2117647058823529,4.979081569262745,,,14.523809523809522,,,4.7032967032967035,3.3265720081135903,,5.5357142857142865,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,57.38,1.08,19.63,,5.94,,,,,0.0541,2.17,4.97,,1.46,8.1,0.0853,,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,18.3,,,,,64.8,,,,,44.0,,,,,,,,,,,pacific_plate_west_ref,95.0,98.0,96.5,532.15,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-006R-003/042-045,,,,,,0.6624695950779796,,,,,,,5.509859154929577,,,21.518987341772153,,7.774762550881954,7.666666666666667,7.142857142857142,,,1.4580536912751678,8.058252427184467,,7.804878048780488,,,27.69355344035772,4.803493449781659,8.75,8.054054054054054,,,,,,3.4642356241234227,7.06794682422452,,,3.270788931830893,5.070422535211268,,6.44927536231884,,20.62992125984252,,,,,,,,,7.5,,6.872037914691942,4.585365853658536,44.62962962962963,,1.6588235294117644,5.255697211999564,,,22.428571428571427,,,4.65934065934066,7.586206896551725,,5.151785714285715,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.0,1.14,21.89,,6.01,,,,,0.148,2.39,14.07,,3.04,0.834,0.0712,,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,117.0,,,,,244.0,,,,,59.1,,,,,,,,,,,pacific_plate_west_ref,42.0,45.0,43.5,543.71,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-007R-003/043-048,,,,,,0.888539132923165,,,,,,,2.202816901408451,,,6.468354430379746,,3.9348710990502034,3.8333333333333335,4.303571428571428,,,0.7281879194630873,5.6957928802588995,,3.957317073170732,,,14.975770505517184,1.5283842794759825,9.812499999999998,3.824324324324324,,,,,,0.3520336605890603,3.382570162481536,,,7.028521159692789,6.464788732394367,,2.927536231884058,,11.858267716535433,,,,,,,,,3.6936936936936933,,5.924170616113743,0.8463414634146341,22.22222222222222,,0.18823529411764706,7.0536988897888895,,,25.476190476190474,,,8.175824175824177,3.7119675456389456,,8.571428571428571,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,41.9,1.53,11.99,,13.73,,,,,0.236,5.5,21.75,,2.28,0.451,0.153,,11.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,58.6,,,,,65.7,,,,,78.7,,,,,,,,,,,pacific_plate_west_ref,43.0,48.0,45.5,553.41,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-009R-004/001-004,,,,,,0.9443411074545714,,,,,,,5.047887323943662,,,0.43037974683544294,,7.6390773405698775,7.291666666666667,7.202380952380952,,,1.4345637583892619,8.4789644012945,,7.560975609756097,,,1.3182662728803376,3.784570596797671,4.39375,7.000000000000001,,,,,,2.9593267882187937,6.676514032496306,,,6.155698270580612,2.6760563380281694,,5.9057971014492745,,0.07952755905511812,,,,,,,,,7.477477477477477,,5.8767772511848335,4.121951219512195,44.07407407407407,,1.3764705882352941,6.9153910684204805,,,2.4476190476190474,,,8.065934065934067,6.9168356997971605,,8.848214285714286,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.83,1.5,13.71,,12.04,,,,,0.204,6.41,13.56,,2.67,0.0397,0.134,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,64.8,,,,,62.7,,,,,83.9,,,,,,,,,,,pacific_plate_west_ref,1.0,4.0,2.5,566.35,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-011R-002/145-148,,,,,,0.9257404492774359,,,,,,,6.028169014084507,,,21.898734177215186,,8.778833107191316,8.541666666666666,7.976190476190476,,,1.6610738255033557,10.485436893203884,,8.780487804878048,,,5.678174626260397,4.439592430858806,5.03125,8.297297297297298,,,,,,3.506311360448808,7.902511078286557,,,7.579777721237322,5.95774647887324,,7.137681159420289,,8.53543307086614,,,,,,,,,8.76126126126126,,5.734597156398104,4.951219512195122,50.925925925925924,,1.588235294117647,8.252366674981774,,,3.395238095238095,,,9.780219780219781,8.073022312373226,,9.910714285714286,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.71,1.79,14.29,,13.2,,,,,0.219,5.68,14.47,,2.44,0.171,0.165,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,52.2,,,,,72.5,,,,,93.3,,,,,,,,,,,pacific_plate_west_ref,145.0,148.0,146.5,580.75,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-012R-002/111-113,,,,,,1.1031621118901132,,,,,,,6.309859154929577,,,11.050632911392404,,8.181818181818182,8.041666666666666,7.3809523809523805,,,1.5436241610738257,9.514563106796116,,8.170731707317072,,,2.7029439448982235,5.036390101892285,4.25,8.162162162162163,,,,,,4.011220196353436,7.754800590841949,,,8.682290844326387,5.422535211267606,,7.065217391304347,,1.8740157480314958,,,,,,,,,8.265765765765765,,7.345971563981042,5.317073170731707,47.31481481481482,,1.788235294117647,8.160161460736166,,,9.428571428571429,,,10.351648351648352,7.809330628803246,,10.625,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,42.08,1.77,11.55,,13.84,,,,,0.426,6.4,21.11,,2.29,0.0814,0.189,,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,42.9,,,,,40.0,,,,,76.7,,,,,,,,,,,pacific_plate_west_ref,111.0,113.0,112.0,589.91,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-014R-001/086-088,,,,,,2.23207898125626,,,,,,,8.056338028169014,,,3.1265822784810124,,10.746268656716419,10.375000000000002,9.88095238095238,,,2.030201342281879,12.944983818770227,,10.670731707317072,,,3.031680370629089,6.3609898107714695,4.18125,10.121621621621623,,,,,,5.722300140252455,10.19202363367799,,,12.678900915524249,9.830985915492958,,9.239130434782608,,1.3968503937007875,,,,,,,,,10.878378378378379,,6.018957345971564,7.560975609756097,62.22222222222222,,2.5294117647058822,10.004265745648294,,,4.738095238095238,,,11.384615384615385,9.797160243407708,,12.321428571428573,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.93,2.17,13.85,,13.79,,,,,0.28,6.47,12.46,,2.67,0.0913,0.276,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,56.8,,,,,47.6,,,,,105.0,,,,,,,,,,,pacific_plate_west_ref,86.0,88.0,87.0,604.86,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-015R-002/117-120,,,,,,2.1891543854628703,,,,,,,7.267605633802818,,,11.329113924050631,,9.837177747625509,8.770833333333334,9.70238095238095,,,10.738255033557047,10.970873786407768,,9.268292682926829,,,17.43299227360648,5.705967976710334,8.6875,7.702702702702703,,,,,,4.810659186535765,9.527326440177251,,,10.01449420139234,7.943661971830986,,8.659420289855072,,8.89763779527559,,,,,,,,,10.36036036036036,,7.677725118483412,8.146341463414634,10.74074074074074,,1.6,10.050368352771097,,,26.047619047619047,,,10.615384615384615,7.931034482758621,,12.589285714285715,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.89,2.18,17.21,,11.49,,,,,0.0941,4.42,10.08,,3.51,0.525,0.218,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,71.4,,,,,61.5,,,,,110.0,,,,,,,,,,,pacific_plate_west_ref,117.0,120.0,118.5,616.19,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-015R-007/096-099,,,,,,1.9745314064959223,,,,,,,7.71830985915493,,,3.683544303797468,,7.408412483039349,6.5625,8.571428571428571,,,8.439597315436242,12.912621359223301,,6.951219512195121,,,4.250329544803103,6.375545851528384,6.5625,5.837837837837838,,,,,,7.208976157082748,9.15805022156573,,,10.473874669346117,8.23943661971831,,8.6231884057971,,1.921259842519685,,,,,,,,,9.121621621621621,,7.156398104265403,8.853658536585366,8.166666666666666,,3.211764705882353,10.557497031121931,,,9.619047619047619,,,6.989010989010989,5.983772819472617,,15.000000000000002,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,43.95,2.29,17.19,,19.83,,,,,0.0617,5.84,6.4,,3.1,0.128,0.228,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,76.1,,,,,100.0,,,,,226.0,,,,,,,,,,,pacific_plate_west_ref,96.0,99.0,97.5,622.34,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-016R-002/027-031,,,,,,1.9745314064959223,,,,,,,7.211267605633804,,,89.74683544303797,,10.990502035278155,10.145833333333334,9.345238095238095,,,11.711409395973156,11.909385113268609,,10.792682926829269,,,80.35779295643368,6.317321688500727,8.5,9.594594594594595,,,,,,4.333800841514726,9.82274741506647,,,10.519812716141494,8.014084507042254,,8.840579710144926,,61.10236220472441,,,,,,,,,10.675675675675675,,6.966824644549763,6.146341463414634,11.574074074074074,,2.3999999999999995,9.312726638806247,,,36.38095238095238,,,14.307692307692307,9.208924949290061,,15.178571428571429,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,42.36,2.02,12.66,,19.57,,,,,0.212,5.63,13.67,,2.2,2.42,0.229,,14.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,30.9,,,,,70.5,,,,,67.0,,,,,,,,,,,pacific_plate_west_ref,27.0,31.0,29.0,625.01,Northwest_Pacific,Seafloor altered basalt
