SAMPLE ID,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,DataBase,SAMPLE_INFO
ODP0129-0801B-043R-001/132-135,,,,,,174.68879668049792,,,,,,,79.41176470588236,,,1.2553191489361701,,18.07086614173228,13.474320241691842,31.551724137931036,,,4.0535279805352795,45.872420262664164,,15.035335689045937,,,24.523475369599332,92.40506329113924,16.4968152866242,11.417322834645669,,,,,,165.44715447154474,53.31905781584582,,,1.8314972099403046,0.7692307692307692,,65.26315789473685,,15.77586206896552,,,,,,,,,34.64052287581699,,48.209366391184574,187.14285714285714,143.31550802139037,,82.75862068965516,32.59298921535705,,,90.375,,,15.159235668789808,11.294117647058822,,60.723514211886304,,ODP0129,"ANDERSEN, 2015; HAUFF, 2003; KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN; MC-ICP-MS; MS-ID,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,,47.3,2.42,13.54,,12.51,,,,,0.153,11.16,6.85,,3.22,1.61,0.512,,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4,35.5,,,,,310.0,,,,,90.5,,,,,,,,,,,pacific_plate_west_ref,132.0,135.0,133.5,493.52,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-038R-001/022-025,,,,,,189.6265560165975,,,,,,,70.26143790849673,,,7.074468085106384,,,,22.75862068965517,,,,39.305816135084434,,,,,88.34543921967459,85.65400843881858,,9.448818897637794,,,,,,146.34146341463415,44.9678800856531,,,1.2877714757392766,0.4048582995951417,,,,35.3448275862069,,,,,,,,,27.254901960784313,,14.049586776859504,176.42857142857144,16.310160427807485,,68.9655172413793,35.960033555786495,,,147.5,,,12.738853503184712,9.941176470588234,,50.12919896640827,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.45,2.67,18.62,,5.97,,0.61,,,0.04,4.69,2.0,,2.04,5.8,0.36,,5.67,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,64.0,,,,,67.0,,,162.0,,93.0,,,,,,,4.81,,4.81,,pacific_plate_west_ref,22.0,25.0,23.5,466.32,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-040R-001/015-018,,,,,,182.1576763485477,,,,,,,96.5686274509804,,,17.606382978723403,,,,37.41379310344827,,,,34.146341463414636,,,,,89.56399700201494,127.00421940928271,,9.84251968503937,,,,,,199.1869918699187,59.95717344753747,,,2.2536000825437346,2.42914979757085,,,,47.41379310344828,,,,,,,,,44.96732026143791,,43.66391184573003,226.42857142857142,24.86631016042781,,108.96551724137932,44.4449852936687,,,97.5,,,21.019108280254777,10.823529411764705,,39.53488372093023,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.58,3.3,17.42,,9.02,,0.75,,,0.12,2.75,2.63,,2.91,5.88,0.63,,2.68,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,37.0,,,,,82.0,,,105.0,,111.0,,,,,,,2.72,,2.72,,pacific_plate_west_ref,15.0,18.0,16.5,477.05,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-041R-001/020-025,,,,,,185.8921161825726,,,,,,,133.59477124183007,,,2.5,,27.559055118110237,20.302114803625376,46.37931034482758,,,39.1727493917275,70.35647279549718,,21.554770318021202,,,45.84823656055526,167.13080168776372,,17.322834645669293,,,,,,215.4471544715447,83.6830835117773,,,2.4682286618336136,3.643724696356275,,98.52631578947367,,26.724137931034484,,,,,,,,,53.72549019607844,,66.94214876033058,249.2857142857143,,,124.13793103448276,47.94671140771533,,,130.0,,,22.929936305732483,16.588235294117645,,79.58656330749353,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.33,3.56,15.14,,4.27,,5.57,,,0.14,4.52,7.71,,3.88,3.01,0.69,,4.67,,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,28.0,,,251.0,,101.0,,,,,,,1.54,,1.54,,pacific_plate_west_ref,20.0,25.0,22.5,484.7,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-041R-001/026-031,,,,,,171.78423236514521,,,,,,,104.24836601307189,,,1.5425531914893615,,,,39.99999999999999,,,,55.534709193245774,,,,,32.59642067760407,128.69198312236287,,12.598425196850394,,,,,,195.1219512195122,66.38115631691649,,,2.217828652662088,1.214574898785425,,,,16.810344827586206,,,,,,,,,47.58169934640523,,71.34986225895317,226.42857142857142,27.540106951871657,,104.13793103448275,44.57966706728588,,,174.99999999999997,,,20.38216560509554,13.588235294117647,,70.28423772609818,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.77,3.31,16.03,,4.76,,4.72,,,0.14,5.2,8.25,,3.81,2.14,0.62,,5.09,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,44.0,,,,,46.0,,,358.0,,90.0,,,,,,,2.0,,2.0,,pacific_plate_west_ref,26.0,31.0,28.5,483.26,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-041R-001/130-136,,,,,,175.10373443983403,,,,,,,121.17647058823529,,,2.0744680851063833,,25.19685039370079,18.791540785498487,42.58620689655172,,,35.182481751824824,60.0375234521576,,20.141342756183743,,,39.75544764885357,153.1645569620253,,17.322834645669293,,,,,,199.1869918699187,75.95289079229121,,,2.182057222780441,4.048582995951417,,91.05263157894737,,22.413793103448278,,,,,,,,,48.431372549019606,,70.52341597796143,230.71428571428572,,,120.6896551724138,43.63689465196563,,,126.25,,,20.38216560509554,15.294117647058822,,73.64341085271317,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.08,3.24,15.8,,4.28,,5.79,,,0.15,4.86,7.64,,3.71,2.61,0.61,,4.71,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,45.0,,,250.0,,90.0,,,,,,,1.55,,1.55,,pacific_plate_west_ref,130.0,136.0,133.0,484.3,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-042R-002/000-007,,,,,,156.43153526970954,,,,,,,106.12745098039217,,,1.5425531914893615,,22.362204724409448,16.37462235649547,38.275862068965516,,,32.01946472019465,54.409005628517825,,18.021201413427562,,,29.854665667338313,136.87763713080167,,14.960629921259843,,,,,,170.7317073170732,67.25910064239828,,,1.931657213608915,3.2388663967611335,,78.73684210526316,,18.10344827586207,,,,,,,,,43.26797385620915,,78.7878787878788,197.1428571428571,,,103.44827586206895,38.92303257536441,,,125.0,,,18.471337579617835,13.29411764705882,,62.7906976744186,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.91,2.89,17.42,,4.63,,4.68,,,0.14,6.5,8.36,,3.43,1.96,0.54,,2.93,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,69.0,,,276.0,,72.0,,,,,,,1.97,,1.97,,pacific_plate_west_ref,0.0,7.0,3.5,489.05,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-042R-002/129-134,,,,,,146.88796680497924,,,,,,,95.42483660130719,,,1.276595744680851,,,,36.03448275862068,,,,49.71857410881801,,,,,27.72218954824272,116.45569620253166,,11.811023622047244,,,,,,166.66666666666666,53.533190578158454,,,2.0032000733722084,2.8340080971659916,,210.52631578947367,,16.379310344827587,,,,,,,,,43.26797385620915,,76.99724517906337,199.99999999999997,23.796791443850267,,88.6206896551724,39.32707789621595,,,111.25,,,17.8343949044586,12.823529411764707,,60.206718346253226,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.33,2.92,16.96,,4.04,,5.7,,,0.14,7.18,8.06,,3.26,1.82,0.56,,2.85,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,39.0,,,,,92.0,,,298.0,,71.0,,,,,,,2.09,,2.09,,pacific_plate_west_ref,129.0,134.0,131.5,490.34,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-043R-001/022-027,,,,,,205.3941908713693,,,,,,,94.44444444444444,,,1.8617021276595744,,,,36.37931034482758,,,,51.407129455909946,,,,,28.940747330583058,114.34599156118145,,11.811023622047244,,,,,,170.7317073170732,59.95717344753747,,,1.9674286434905615,1.6194331983805668,,,,17.24137931034483,,,,,,,,,43.4640522875817,,52.892561983471076,195.0,24.06417112299465,,88.27586206896551,39.5964414434503,,,118.74999999999999,,,17.8343949044586,12.470588235294118,,63.04909560723514,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.88,2.94,15.23,,4.7,,5.7,,,0.13,8.28,6.21,,4.02,1.9,0.55,,4.58,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,39.0,,,,,163.0,,,379.0,,86.0,,,,,,,4.17,,4.17,,pacific_plate_west_ref,22.0,27.0,24.5,492.24,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-043R-001/128-134,,,,,,153.94190871369292,,,,,,,91.29084967320262,,,1.4893617021276597,,19.330708661417322,14.259818731117823,32.58620689655172,,,27.10462287104623,45.0281425891182,,15.017667844522968,,,22.23867952771119,116.28691983122363,,12.598425196850394,,,,,,150.40650406504065,58.179871520342616,,,1.6454857745557423,0.8097165991902834,,664.2105263157895,,13.793103448275863,,,,,,,,,37.124183006535944,,51.239669421487605,169.28571428571428,,,87.58620689655172,33.40107985706012,,,96.25,,,15.92356687898089,11.588235294117647,,53.746770025839794,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.43,2.48,13.11,,5.73,,5.72,,,0.15,10.58,6.59,,2.76,1.46,0.46,,6.16,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,375.0,,,1388.0,,89.0,,,,,,,3.27,,3.27,,pacific_plate_west_ref,128.0,134.0,131.0,493.48,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-043R-004/005-010,,,,,,187.551867219917,,,,,,,97.05882352941177,,,1.702127659574468,,,,37.241379310344826,,,,53.93996247654784,,,,,49.80854935316137,117.72151898734177,,13.385826771653544,,,,,,174.7967479674797,51.39186295503212,,,2.110514363017148,2.42914979757085,,,,25.431034482758623,,,,,,,,,43.92156862745098,,56.611570247933884,199.28571428571428,25.401069518716575,,91.37931034482757,41.481986274090794,,,100.0,,,18.471337579617835,13.705882352941176,,66.9250645994832,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.2,3.08,16.83,,4.11,,4.59,,,0.2,3.58,6.15,,3.84,3.27,0.59,,6.82,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,33.0,,,,,41.0,,,234.0,,81.0,,,,,,,2.14,,2.14,,pacific_plate_west_ref,5.0,10.0,7.5,496.53,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-044R-001/018-024,,,,,,156.01659751037343,,,,,,,110.34313725490196,,,2.6595744680851063,,24.606299212598426,18.308157099697883,40.86206896551724,,,34.79318734793188,58.16135084427768,,19.787985865724384,,,44.78199850100747,138.5654008438819,,15.748031496062994,,,,,,174.7967479674797,70.53533190578158,,,2.0389715032538547,3.643724696356275,,82.94736842105263,,21.98275862068966,,,,,,,,,45.88235294117647,,67.4931129476584,200.71428571428572,,,96.55172413793102,43.90625819919998,,,118.74999999999999,,,20.38216560509554,15.058823529411764,,68.21705426356588,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.87,3.26,16.8,,3.76,,4.16,,,0.31,2.65,9.37,,4.01,2.94,0.57,,7.69,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,60.0,,,214.0,,79.0,,,,,,,1.57,,1.57,,pacific_plate_west_ref,18.0,24.0,21.0,501.88,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-044R-001/107-113,,,,,,181.3278008298755,,,,,,,92.48366013071896,,,2.765957446808511,,,,35.51724137931034,,,,49.43714821763602,,,,,69.61011331619187,113.9240506329114,,10.62992125984252,,,,,,170.7317073170732,53.533190578158454,,,2.0389715032538547,0.4048582995951417,,,,27.155172413793107,,,,,,,,,40.3921568627451,,34.43526170798898,199.99999999999997,23.52941176470588,,90.34482758620689,43.90625819919998,,,68.75,,,17.197452229299362,11.88235294117647,,55.297157622739014,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.13,3.26,17.72,,4.32,,3.22,,,0.18,3.05,4.35,,3.12,4.57,0.57,,6.96,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,35.0,,,,,107.0,,,347.0,,87.0,,,,,,,3.34,,3.34,,pacific_plate_west_ref,107.0,113.0,110.0,502.77,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-044R-002/027-032,,,,,,220.33195020746888,,,,,,,108.61111111111111,,,3.9361702127659575,,24.173228346456693,18.066465256797585,39.82758620689655,,,33.868613138686136,54.409005628517825,,19.081272084805654,,,86.36528282337154,134.34599156118145,,15.748031496062994,,,,,,178.8617886178862,69.37901498929335,,,1.9674286434905615,3.2388663967611335,,80.84210526315789,,28.879310344827587,,,,,,,,,45.55555555555556,,42.837465564738295,199.99999999999997,,,96.55172413793102,44.04093997281717,,,287.5,,,19.745222929936304,14.823529411764705,,65.63307493540051,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.42,3.27,17.7,,3.75,,3.27,,,0.13,3.03,3.56,,3.2,5.67,0.55,,4.38,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,93.0,,,264.0,,69.0,,,,,,,2.06,,2.06,,pacific_plate_west_ref,27.0,32.0,29.5,503.42,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801B-044R-003/028-033,,,,,,164.31535269709542,,,,,,,99.01960784313727,,,1.7553191489361704,,,,40.172413793103445,,,,55.15947467166979,,,,,35.185855965077295,121.94092827004219,,14.960629921259843,,,,,,178.8617886178862,70.66381156316916,,,2.0389715032538547,4.048582995951417,,,,19.82758620689655,,,,,,,,,46.33986928104575,,72.72727272727273,199.28571428571428,29.144385026737968,,95.17241379310343,42.55944046302821,,,121.25,,,21.019108280254777,15.294117647058822,,69.25064599483204,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.65,3.16,17.22,,4.18,,5.04,,,0.14,4.21,7.24,,4.08,2.31,0.57,,3.65,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,36.0,,,,,59.0,,,285.0,,83.0,,,,,,,1.4,,1.4,,pacific_plate_west_ref,28.0,33.0,30.5,504.91,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-001R-001/014-020,,,,,,130.70539419087137,,,,,,,96.76470588235294,,,1.6489361702127658,,20.393700787401574,15.105740181268882,34.310344827586206,,,,45.966228893058165,,15.90106007067138,,,23.914196478429158,122.23628691983123,,13.385826771653544,,,,,,154.47154471544715,60.87794432548179,,,1.8243429239639752,0.4048582995951417,,70.42105263157895,,15.086206896551726,,,,,,,,,39.6078431372549,,64.0495867768595,165.0,,,86.20689655172413,36.22939710302085,,,103.74999999999999,,,17.197452229299362,12.235294117647058,,57.10594315245478,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.06,2.69,14.18,,4.49,,6.34,,,0.16,10.14,7.44,,2.58,1.57,0.51,,5.31,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,247.0,,,381.0,,84.0,,,,,,,2.42,,2.42,,pacific_plate_west_ref,14.0,20.0,17.0,493.84,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-001R-001/109-114,,,,,,177.1784232365145,,,,,,,93.95424836601308,,,1.6489361702127658,,,,35.34482758620689,,,,50.65666041275798,,,,,26.65595148869492,115.61181434599156,,11.811023622047244,,,,,,166.66666666666666,64.23982869379014,,,2.146285792898795,0.4048582995951417,,,,17.24137931034483,,,,,,,,,41.63398692810458,,50.0,187.14285714285714,24.06417112299465,,89.99999999999999,37.71089661280981,,,121.25,,,17.197452229299362,12.058823529411763,,62.53229974160207,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.92,2.8,14.72,,3.62,,6.4,,,0.15,9.58,6.46,,3.45,1.75,0.6,,5.3,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,40.0,,,,,197.0,,,263.0,,86.0,,,,,,,3.77,,3.77,,pacific_plate_west_ref,109.0,114.0,111.5,494.79,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-001R-005/033-038,,,,,,393.3609958506224,,,,,,,98.52941176470588,,,1.5957446808510638,,,,39.655172413793096,,,,55.44090056285178,,,,,37.013692638587806,121.94092827004219,,14.173228346456693,,,,,,178.8617886178862,66.38115631691649,,,2.0389715032538547,2.0242914979757085,,,,20.258620689655174,,,,,,,,,45.88235294117647,,64.73829201101928,204.28571428571428,27.540106951871657,,92.75862068965516,42.290076915793854,,,132.5,,,20.38216560509554,14.764705882352938,,68.9922480620155,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.13,3.14,16.57,,3.96,,5.79,,,0.16,5.08,6.59,,4.63,2.43,0.57,,4.36,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,36.0,,,,,57.0,,,312.0,,76.0,,,,,,,2.9,,2.9,,pacific_plate_west_ref,33.0,38.0,35.5,498.88,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-002R-001/112-118,,,,,,164.31535269709542,,,,,,,105.58823529411765,,,2.3404255319148937,,24.448818897637796,18.066465256797585,39.99999999999999,,,33.57664233576643,53.470919324577864,,19.257950530035338,,,32.59642067760407,131.47679324894514,,16.53543307086614,,,,,,170.7317073170732,67.8372591006424,,,2.182057222780441,1.214574898785425,,78.84210526315789,,18.965517241379313,,,,,,,,,45.294117647058826,,65.70247933884298,175.7142857142857,,,83.79310344827586,41.34730450047361,,,101.25,,,19.745222929936304,15.176470588235293,,66.9250645994832,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.53,3.07,16.31,,4.25,,5.32,,,0.16,4.68,7.14,,3.94,2.14,0.61,,6.92,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,40.0,,,,,42.0,,,307.0,,83.0,,,,,,,1.86,,1.86,,pacific_plate_west_ref,112.0,118.0,115.0,504.12,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-002R-003/114-119,,,,,,169.29460580912863,,,,,,,94.77124183006536,,,2.234042553191489,,,,38.103448275862064,,,,53.84615384615385,,,,,37.31833208417289,116.87763713080169,,12.598425196850394,,,,,,166.66666666666666,53.533190578158454,,,2.146285792898795,0.4048582995951417,,,,20.689655172413794,,,,,,,,,43.98692810457517,,68.59504132231405,188.57142857142858,24.86631016042781,,85.17241379310344,42.69412223664539,,,142.49999999999997,,,19.108280254777068,13.235294117647058,,65.89147286821705,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.25,3.17,16.77,,3.73,,5.27,,,0.19,4.9,6.34,,3.98,2.45,0.6,,7.39,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,42.0,,,,,114.0,,,279.0,,78.0,,,,,,,2.13,,2.13,,pacific_plate_west_ref,114.0,119.0,116.5,506.98,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-002R-004/071-076,,,,,,160.58091286307052,,,,,,,105.80065359477125,,,2.127659574468085,,24.251968503937007,18.12688821752266,39.48275862068965,,,33.47931873479319,53.470919324577864,,19.257950530035338,,,35.49049541066238,131.39240506329114,,16.141732283464567,,,,,,166.66666666666666,67.25910064239828,,,1.931657213608915,0.8097165991902834,,78.42105263157895,,19.82758620689655,,,,,,,,,44.77124183006536,,68.18181818181819,175.0,,,84.82758620689654,42.424758689411036,,,106.25,,,20.38216560509554,15.058823529411764,,66.40826873385012,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.95,3.15,16.4,,3.66,,6.19,,,0.15,5.28,7.13,,3.86,2.33,0.54,,5.82,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,46.0,,,246.0,,87.0,,,,,,,1.36,,1.36,,pacific_plate_west_ref,71.0,76.0,73.5,507.81,Northwest_Pacific,Seafloor altered basalt
ODP0129-0801C-005R-001/103-105,,,,,,61.82572614107883,,,,,,,9.803921568627452,,,2.446808510638298,,,,16.03448275862069,,,,16.135084427767353,,,,,104.79596928126918,7.848101265822786,,9.84251968503937,,,,,,8.130081300813009,19.271948608137045,,,0.07154285976329315,0.4048582995951417,,,,25.431034482758623,,,,,,,,,15.62091503267974,,11.294765840220386,3.5714285714285716,15.240641711229944,,3.4482758620689657,16.56585815491288,,,58.74999999999999,,,15.92356687898089,10.470588235294118,,18.08785529715762,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,52.13,1.23,18.78,,4.76,,0.61,,,0.07,1.86,5.02,,1.37,6.88,0.02,,6.74,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20.0,,,,,46.0,,,125.0,,39.0,,,,,,,3.53,,3.53,,pacific_plate_west_ref,103.0,105.0,104.0,532.23,Northwest_Pacific,Seafloor altered basalt
