,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,Si,Fe,Mn,Ni,Co,Cu,Cd,Zn,As,Ag,FeS2,S,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,Al,Ca,Mg,S_PY,TOC,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ag.1,Al.1,As.1,Au,B,Ba,Be,Bi,Br,C,Ca.1,Cd.1,Co.1,Cr,Cs,Cu.1,Ga,GER,Hf,Hg,I,INDIUM,Ir,K,Li,Mg.1,Mn.1,Mo,N,Na,Nb,Ni.1,Os,OS_INI,P,Pa,Pb,Pd,Pt,Rb,Re,Rh,Ru,S.1,Sb,Sc,Se,Si.1,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn.1,Zr,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole
329-U1368F-10R-2-W 57/62,,,,,,,,,,,,,,,,,,51.578,2.46,14.451,,3.124637337800113,,6.025826395979899,,,0.19,6.15,11.35049786628734,,2.96,0.33,0.27225,,0.2998201079352502,,,,,,,,,,,,,,,,96.25976424672399,68.73670861537482,70.95398890053727,0.5712226525609598,120.1410928703669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.529505051877921,21.43746359233523,3.762021574527641,21.81279922470027,6.374001857154452,2.148612948521562,8.456514395602415,1.56477672885389,10.36044784835557,2.216436927491299,6.639964070120589,1.079429277588195,6.964538478132807,1.060040552988069,,,,,,51.013321522694,0.6327305810938523,,,,,,,205.54,0.07656246118694708,,19.62616120296951,,5.326945034664209,,,,,1440.2036676694165,5.960583865878701,,,,,,5.316948602896754,,,,2259.981353503185,,0.6817072447664341,,,3.245571928793349,,,,,,47.91058386013131,,,1.679026822036447,166.2,,,0.460096156977445,,,0.147854772991851,414.88,,57.39346929997757,,157.79,,,,,,,,,,,South,,,,68.66,94.0,68.635,68.685,,,9.82,99.86156797422258,5.425890271011201,,68.635,68.685,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,11.349922463311518,35.845130622668584,35.84606084714955,OLD_Oceanic_Crust,59.459999999999994,U1368,U1368
329-U1368F-11R-1-W 10/14,,,,,,,,,,,,,,,,,,50.08,2.42,14.13,,6.278756426185706,,5.419119216432866,,,0.18,5.51,10.95384068278805,,2.82,0.41,0.268125,,0.6397441023591635,,,,,,,,,,,,,,,,57.6121379569052,37.78601476388442,43.22035277044855,0.3114004597818852,112.9922786289276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.870105918914092,20.50507767178417,3.387869740932642,20.33485310960173,6.068436633346989,2.040661440609302,7.691455412881653,1.428363047953899,9.455069516900451,2.063258986193562,6.033817803141628,0.9958966421886248,6.284829714828474,0.9219989496576562,,,,,,20.33402956647923,0.5602638884644767,,,,,,,218.38,0.2867247916666666,,19.37598964767518,,5.141752275325863,,,,,1789.3439507407902,5.523628924862554,,,,,,5.293286100253816,,,,2225.7392117834397,,0.630215125224131,,,7.792288467771447,,,,,,46.1366952601471,,,1.657516610299769,132.55,,,0.360309427615153,,,0.1775994682301609,399.74,,50.53297101418556,,151.94,,,,,,,,,,,South,,,,76.32,95.0,76.3,76.34,,,12.3,99.7117097851472,6.505433855421686,,,,,,,,,,,,,10.953273998039135,36.111161391245,36.112112293042856,OLD_Oceanic_Crust,67.11999999999999,U1368,U1368
329-U1368F-11R-1-W 81/86,,,,,,,,,,,,,,,,,,49.792,2.42,13.785,,6.817150525734482,,5.456564526838966,,,0.18,5.57,10.87247510668563,,2.8,0.46,0.264,,0.8190171793849584,,,,,,,,,,,,,,,,42.93070899368734,31.48280047875139,43.78544879281303,0.3380761072796935,111.7715025906736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.403139433743191,19.73616252236135,3.239931495710354,19.69362705506271,5.937748932314411,2.002030888552589,7.433885371864599,1.383916707132616,9.168013753613497,2.018131384615385,5.865253091087604,0.9494476748351067,6.084728338007158,0.8984536185635154,,,,,,22.86128067415051,0.6098793537168526,,,,,,,206.34,0.5287173621978787,,19.20266578417266,,5.079960869565217,,,,,2007.5566276603988,5.895627161766302,,,,,,4.642428058804357,,,,2191.4970700636945,,0.6485777145063218,,,10.37192551902612,,,,,,45.72978255234297,,,1.545485479907858,135.46,,,0.2520606954717705,,,0.1396929368818067,409.03,,48.95387805408487,,152.85,,,,,,,,,,,South,,,,77.035,96.0,77.01,77.06,,,12.88,99.84249228607058,7.132301467835092,,77.01,77.06,0.1,5.5,0.0,5.4,0.1,0.0,0.0,0.0,0.0,10.871917140163623,35.659357601235264,35.660293441563944,OLD_Oceanic_Crust,67.835,U1368,U1368
329-U1368F-11R-1-W 133/137,,,,,,,,,,,,,,,,,,47.64,2.35,13.48,,10.36572546960754,,5.115847077353215,,,0.2,4.99,10.39445234708393,,2.64,0.65,0.264,,1.138633639632449,,,,,,,,,,,,,,,,47.77546696652502,33.34154035928144,44.65571406621702,0.2512607696876113,93.38825525380864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.500226139108705,17.34528270253363,2.897662840524667,17.4346204317045,5.24645089428322,1.743345165991596,6.552490774994051,1.236856579325484,8.108960285858076,1.763343851628383,5.137637611882945,0.8445960617614194,5.501789186428253,0.7867848472495269,,,,,,14.4168663496646,0.635420526778825,,,,,,,208.62,1.053670374220374,,17.9491675145174,,4.783832670272251,,,,,2836.7647999549113,6.882541902215432,,,,,,3.6433629401651495,,,,2191.4970700636945,,0.6165185437997724,,,18.23501410459588,,,,,,43.52110419048997,,,1.561172346437347,124.45,,,0.1710449414076446,,,0.1285008769607168,401.01,,41.82305300148138,,147.09,,,,,,,,,,,South,,,,77.55,97.0,77.53,77.57,,,16.05,99.79708598671637,8.086780333425185,,77.53,77.57,2.0,10.0,0.0,9.5,0.5,0.0,0.0,0.0,0.0,10.393894380561923,36.0179796474774,36.01895600904558,OLD_Oceanic_Crust,68.35,U1368,U1368
329-U1368F-11R-2-W 20/23,,,,,,,,,,,,,,,,,,49.349,2.34,13.235,,5.598757873298199,,7.87611791403162,,,0.21,6.43,10.55718349928876,,2.6,0.35,0.264,,0.1799280287884204,,,,,,,,,,,,,,,,53.2010456636582,38.01637452393478,41.9269611535664,0.267786843400544,103.8374074975657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.175618643060693,18.0645182041389,3.199535615704937,19.30900511860063,5.566797734373729,1.891045622473163,7.296381535909611,1.350422149537144,8.885690385418357,1.885740903363515,5.553649891566265,0.9190629629681614,5.903648994251808,0.8876235532177225,,,,,,18.9277615720524,0.5674952279489396,,,,,,,194.88,0.3039373116528011,,17.67351386483222,,4.885716151763599,,,,,1527.4887384372598,5.648214417943217,,,,,,4.190985489038068,,,,2191.4970700636945,,0.8688713217506048,,,7.165734926123862,,,,,,43.21966815860255,,,1.574984977329061,121.64,,,0.2839096466945873,,,0.1020456226244927,405.96,,46.89381006732194,,149.3,,,,,,,,,,,South,,,,77.915,98.0,77.9,77.93,,,14.35,99.86511152807716,7.221937230476985,,77.9,77.93,1.0,8.0,0.0,7.5,0.5,0.0,0.0,0.0,0.0,10.556625532766752,35.68721137290294,35.688187627878484,OLD_Oceanic_Crust,68.715,U1368,U1368
329-U1368F-11R-2-W 74/76,,,,,,,,,,,,,,,,,,49.45,2.37,13.8,,6.185264137931035,,6.286262275862069,,,0.18,6.04,10.80128022759602,,2.87,0.29,0.259875,,0.838993208150216,,,,,,,,,,,,,,,,72.94315463917526,42.78083324786325,43.93853019544522,0.3445644127190136,118.2238517683029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.352935695496697,18.54366215022091,3.281905448198632,19.6120031138723,5.604829603709127,1.900816094759846,7.335274326555763,1.359895170365357,9.02003504194858,1.909906005457132,5.608398900089207,0.9495171953352769,6.118182580685728,0.9270152156265041,,,,,,12.52390333817126,0.586001943267153,,,,,,,208.38,0.4067886051365296,,17.86394519236417,,4.898764032561532,,,,,1265.6335261337297,13.25344026795498,,,,,,4.241397062891165,,,,2157.2549283439494,,0.7848282982540584,,,4.739844727721995,,,,,,45.32106086106851,,,1.541380578251909,124.61,,,0.3256149078476331,,,0.1091620969556692,402.71,,46.90947266439248,,144.61,,,,,,,,,,,South,,,,78.44999999999999,99.0,78.44,78.46,,,13.17,100.0701484357462,6.764830153794196,,,,,,,,,,,,,10.800730979300917,35.868230300228646,35.869161328267275,OLD_Oceanic_Crust,69.24999999999999,U1368,U1368
329-U1368F-11R-2-W 76/78,,,,,,,,,,,,,,,,,,48.58,2.35,13.459,,7.760618889924407,,5.795442999068033,,,0.2,6.05,10.81145092460882,,2.8,0.41,0.259875,,0.8589692369158284,,,,,,,,,,,,,,,,50.15959411911185,37.33867844686649,45.17082531228533,0.2459514659374628,96.09889176810894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.905912985229874,18.52603684649031,3.036577098687848,18.319382694393,5.420583156722528,1.843647518347583,6.952301682304078,1.310202205092389,8.606862659089273,1.881968735083306,5.40002320215753,0.8765466416689209,5.705171846492377,0.8394214149839906,,,,,,14.70147453595549,0.5120631333950904,,,,,,,207.88,0.6956432876041155,,18.06129432175167,,4.726690704070407,,,,,1789.3439507407902,19.99466491819057,,,,,,3.890631416487424,,,,2157.2549283439494,,0.5629845535061346,,,7.799262503055489,,,,,,42.93363013720977,,,1.478683780581628,130.68,,,0.2099262065431658,,,0.1335810571101986,401.78,,45.30657012395909,,147.65,,,,,,,,,,,South,,,,78.47,100.0,78.46,78.48,A6,P10(F8),14.2,99.97929516152463,7.084460977027401,,,,,,,,,,,,,10.810901676313717,35.26401891212076,35.26494163833055,OLD_Oceanic_Crust,69.27,U1368,U1368
329-U1368F-11R-2-W 110/116,,,,,,,,,,,,,,,,,,48.984,2.32,13.651,,3.854097890137329,,8.762311898876405,,,0.2,6.58,10.7097439544808,,2.66,0.18,0.251625,,0.3794687437587403,,,,,,,,,,,,,,,,65.08646977725675,41.11148735735617,45.56918592445066,0.4204222932991502,113.2978960971257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.257237097296048,18.38364167597765,3.238352675061374,18.68802200188167,5.693178146536635,1.924221096975784,7.323796575769589,1.366954636102707,9.047833163650218,1.903489616671646,5.612850115255927,0.8913385128840052,5.676844639291041,0.8496906513403161,,,,,,8.777755634016497,0.5384942010140106,,,,,,,214.29,0.03109226145300555,,18.50534229178492,,4.853465920683791,,,,,785.5656369105908,5.880758561236624,,,,,,4.3627022182364925,,,,2088.7706449044585,,1.056229174470537,,,2.439664857181536,,,,,,42.97298560304648,,,1.674995001316444,118.03,,,0.3009755453047426,,,0.1033092168219592,397.22,,48.85401317251494,,146.42,,,,,,,,,,,South,,,,78.83,101.0,78.8,78.86,F6,,13.59,99.50583769823955,6.931960928204811,,78.8,78.86,0.3,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.70921214263951,36.21512041165841,36.21604943473418,OLD_Oceanic_Crust,69.63,U1368,U1368
329-U1368F-12R-1-W 29/33,,,,,,,,,,,,,,,,,,49.57,2.33,13.6,,5.557451102077687,,7.32829400813008,,,0.22,6.19,10.7097439544808,,2.64,0.38,0.25575,,0.2398081534773693,,,,,,,,,,,,,,,,60.98237954032857,38.42617808389169,46.18992968546111,0.2667962650478444,103.666683611727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.064979735515284,17.84894463896678,3.127318958185802,18.48050124796434,5.482489684880403,1.856886257859524,7.089843983382105,1.320148442081986,8.685651609486042,1.837866658621012,5.420332906691398,0.8774812163017004,5.611406437754869,0.8455196819950478,,,,,,15.92571525040655,0.5596935797079291,,,,,,,208.4,0.4837625854730193,,17.8747593383762,,4.708930087779025,,,,,1658.4163445890251,10.46052689448099,,,,,,3.988923012393668,,,,2123.0127866242037,,0.7540657688610752,,,7.819479779450587,,,,,,42.59281832252755,,,1.565869236417034,124.39,,,0.2579903171059582,,,0.1224870372342044,400.45,,46.47442523213242,,142.7,,,,,,,,,,,South,,,,86.21000000000001,102.0,86.19,86.23,,,13.7,99.83530210795817,6.938511412107662,,86.19,86.23,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.709203424412603,35.95336968396297,35.954303827021086,OLD_Oceanic_Crust,77.01,U1368,U1368
329-U1368F-12R-1-W 71/74,,,,,,,,,,,,,,,,,,49.373,2.35,13.567,,6.516647769808743,,6.195017007172131,,,0.21,5.94,10.93349928876245,,2.71,0.42,0.264,,0.639360639360569,,,,,,,,,,,,,,,,61.30476267768081,51.51079327138062,46.37962950336382,0.2748541658644491,105.3656799417193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.343612893511867,18.6572389302232,3.275172098018353,19.46149292719586,5.708773145066969,1.944020128092963,7.530080705222828,1.393126762015647,9.075115746661101,1.933591008061794,5.766114218528845,0.9179580897854246,5.919547880011869,0.8879096960352424,,,,,,22.38757456828885,0.5719435321116513,,,,,,,207.25,0.3603172169811321,,18.65239796187631,,4.956560175572729,,,,,1832.986486124712,5.081851418405845,,,,,,4.345589700883073,,,,2191.4970700636945,,0.7425072835165729,,,7.946304932294426,,,,,,44.9669397914955,,,1.641531411091783,133.49,,,0.3259287669323876,,,0.1740676150703724,402.74,,50.05108724097408,,148.06,,,,,,,,,,,South,,,,86.625,103.0,86.61,86.64,,,13.4,99.806859928123,6.876320358380933,,86.61,86.64,0.2,2.0,0.0,1.9,0.1,0.0,0.0,0.0,0.1,10.932941322240442,35.36843988228983,35.36937530857005,OLD_Oceanic_Crust,77.425,U1368,U1368
329-U1368F-12R-2-W 11/13,,,,,,,,,,,,,,,,,,48.31,2.24,13.55,,7.842335438957475,,4.938898104938272,,,0.18,6.55,10.40462304409673,,2.82,0.42,0.235125,,1.418014779309033,,,,,,,,,,,,,,,,112.9662339301973,52.80036242259374,47.60573949509355,0.4463022095370125,104.0063167256645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.759920853990544,17.02664015594106,2.948007549449729,17.66098330939151,5.236086797086369,1.796033797764433,6.819644961743715,1.265232356723947,8.400761321495473,1.773391760553061,5.217597487106017,0.8485303886302646,5.524345299733641,0.8251328244382022,,,,,,14.5217933511297,0.5273040557398428,,,,,,,223.35,1.571081473721688,,17.65663899801759,,4.551596032682872,,,,,1832.986486124712,25.09698594946402,,,,,,3.867098218080017,,,,1951.8020780254778,,0.5920307752892946,,,12.9890491327901,,,,,,43.77953182338882,,,1.412600883258347,127.52,,,0.2556724226057079,,,0.1047782876350178,384.36,,45.25331209868177,,134.27,,,,,,,,,,,South,,,,87.52000000000001,104.0,87.51,87.53,F7,,13.33,99.45776282340576,7.021154981703035,,87.51,87.53,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.404126105163067,36.07425634489314,36.0751241274314,OLD_Oceanic_Crust,78.32000000000001,U1368,U1368
329-U1368F-12R-2-W 13/16,,,,,,,,,,,,,,,,,,48.28,2.25,13.54,,8.516363565489689,,4.980272791059281,,,0.17,6.53,10.42496443812233,,2.8,0.48,0.235125,,1.298960831334922,,,,,,,,,,,,,,,,41.99353697725148,33.98956779050737,48.07914712624305,0.240224519814352,101.5096263795911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.670297905236908,17.52533602413398,2.901329897501602,17.26377309744478,5.173654971156997,1.74832587614835,6.487786918413964,1.215676910930205,8.0798068114878,1.748483442318181,5.078671680851065,0.8272851111111111,5.369013619092554,0.7954176187943262,,,,,,14.17308388577257,0.5443212060662846,,,,,,,216.0,1.708253827751196,,17.68730924921136,,4.416570441001192,,,,,2094.841698428242,28.93107083818394,,,,,,4.045364913155051,,,,1951.8020780254778,,0.6838763080922978,,,14.70626037250337,,,,,,42.33509605621527,,,1.579204819611471,125.52,,,0.1914607091199512,,,0.09148739727765967,392.56,,42.60080160671464,,134.24,,,,,,,,,,,South,,,,87.545,105.0,87.53,87.56,A7,P11(F9),14.05,100.0590502694572,7.616343950514318,,87.53,87.56,2.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.424467499188667,35.99107508024424,35.99193950338862,OLD_Oceanic_Crust,78.345,U1368,U1368
329-U1368F-12R-2-W 122/127,,,,,,,,,,,,,,,,,,49.09,2.35,13.57,,4.115889079488843,,8.60769982846004,,,0.18,6.88,10.51650071123755,,2.8,0.15,0.2475,,0.2998201079354278,,,,,,,,,,,,,,,,65.24661439379244,42.16845347286944,45.11381402875811,0.444208131375361,121.5558299736222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.132645043185771,18.12963387502094,3.143974494604658,18.77159135288515,5.572869968090843,1.916012518367808,7.265149492181858,1.353739148625375,8.944140800083986,1.874215705188902,5.568505765645231,0.9011668743290765,5.797621786994545,0.8695438225862671,,,,,,10.76962314181299,0.5695987867173171,,,,,,,206.98,0.02051887929857145,,18.44105889198606,,4.84289217118033,,,,,654.6380307588257,8.60851016338299,,,,,,4.279924140935735,,,,2054.5285031847134,,1.347862993398089,,,1.382682836994184,,,,,,45.00163209739041,,,1.991877408556596,117.41,,,0.2879807813842935,,,0.1040097473140868,402.02,,48.64604532331723,,140.56,,,,,,,,,,,South,,,,88.64500000000001,106.0,88.62,88.67,F8,,13.68,99.76382081917299,7.192771075400971,,88.62,88.67,0.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.515977617623166,36.22561217933781,36.226531959464054,OLD_Oceanic_Crust,79.44500000000001,U1368,U1368
329-U1368F-12R-3-W 51/55,,,,,,,,,,,,,,,,,,48.72,2.32,13.1,,8.295918202676866,,5.925673617590822,,,0.19,5.82,10.36394025604552,,2.71,0.68,0.2475,,0.6999999999999673,,,,,,,,,,,,,,,,41.18789702995008,35.10675140360459,45.57359130489847,0.2142537581893985,93.68690668759054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.834067951006851,18.29388815461347,3.054329742900901,18.59927265764964,5.553767449625539,1.848496184071331,6.985967173996175,1.290178116156578,8.623793751530426,1.864561216072782,5.512154655488256,0.9241003451554177,5.816684906000839,0.840819150174171,,,,,,13.21344564431784,0.5540400172034232,,,,,,,200.4,0.6521843327598918,,17.89420948003689,,4.667717119017055,,,,,2967.6924061066766,12.32708663211422,,,,,,4.070622336256991,,,,2054.5285031847134,,0.2091726216589487,,,17.43617764127764,,,,,,42.59006679338633,,,1.106932725166075,116.14,,,0.2063084700579026,,,0.1089939408991946,382.37,,45.73469802728348,,141.67,,,,,,,,,,,South,,,,89.255,107.0,89.235,89.275,A8,P12(F10),14.88,99.73144025604549,7.87115913711254,,89.235,89.275,0.4,10.0,1.5,8.4,0.1,0.0,0.0,0.0,0.0,10.363417162431137,35.27393633629743,35.27483971335267,OLD_Oceanic_Crust,80.05499999999999,U1368,U1368
329-U1368F-13R-1-W 7/11,,,,,,,,,,,,,,,,,,49.76,2.43,14.58,,-1.199868906684463,,12.18588201601602,,,0.19,4.94,11.31998577524893,,2.84,0.48,0.268125,,0.6794564348521323,,,,,,,,,,,,,,,,85.8156409762901,56.42464447503131,48.16103497638668,0.3349584920076405,121.0897083050384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.528983881275942,19.30288911125505,3.333478046393621,19.80718517352226,5.753952867213845,1.968701689671585,7.587062177230004,1.39555935266342,9.227314586316934,1.950288294462295,5.758489171123767,0.941544947258735,6.054181252120143,0.9078883655148462,,,,,,55.51021841794569,0.5533252435989227,,,,,,,226.12,0.434488336061102,,19.01448622508039,,4.965967967094487,,,,,2094.841698428242,11.11626898685414,,,,,,4.543203450130266,,,,2225.7392117834397,,0.6174444248419133,,,8.292983314196483,,,,,,46.3311944568002,,,1.573004473565973,128.49,,,0.316800857639032,,,0.4835692792570494,406.39,,49.79253467253264,,149.58,,,,,,,,,,,South,,,,95.59,108.0,95.57,95.61,,,12.34,99.82756721010107,6.334695841138131,,95.57,95.61,0.1,3.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,11.319419090500016,36.13063254682861,36.13155509314,OLD_Oceanic_Crust,86.39,U1368,U1368
329-U1368F-13R-1-W 71/75,,,,,,,,,,,,,,,,,,49.54,2.36,14.12,,6.524924404687172,,5.359568035781545,,,0.17,6.05,10.89281650071124,,2.92,0.27,0.251625,,0.61950439648279,,,,,,,,,,,,,,,,115.3897819052577,50.68013716785129,45.71266430283378,0.3663384833671158,113.5969087888855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.990678374118623,18.60199833938765,3.10439411392008,18.46406400866634,5.668217341903719,1.879840900509723,7.006195762694478,1.308723290388222,8.722213623117387,1.8629306277666,5.381548565731167,0.887507066823767,5.736090817740454,0.8432594759977927,,,,,,14.58006592939175,0.5510545886527416,,,,,,,219.16,0.4396157846153846,,18.79506112549537,,4.781107473635947,,,,,1178.3484553658864,19.06209558359621,,,,,,4.213829153177993,,,,2088.7706449044585,,1.186181722177092,,,5.045786316048774,,,,,,45.11056439504373,,,1.928458297213622,125.63,,,0.2109383945163457,,,0.1121696678460158,403.51,,45.42531762921992,,143.26,,,,,,,,,,,South,,,,96.22999999999999,109.0,96.21,96.25,,,12.48,99.67394589719403,6.71283381486676,,96.21,96.25,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.89228468886995,36.185461192446,36.186357886417206,OLD_Oceanic_Crust,87.02999999999999,U1368,U1368
329-U1368F-13R-1-W 114/115,,,,,,,,,,,,,,,,,,49.478,2.31,13.791,,4.27683092875318,,7.769852164122138,,,0.18,6.75,10.79110953058322,,2.79,0.15,0.23925,,0.3397282174259774,,,,,,,,,,,,,,,,83.06881363921237,44.28761201958892,46.49586975679446,0.2752601933430739,112.5099570200573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.990790351319931,17.85041803481893,3.07247909598994,18.20432408341258,5.398196392010465,1.849274905128729,7.02590611149974,1.294037155054507,8.61211475224232,1.806122176353616,5.333471929211211,0.8806070840737173,5.645654030525934,0.8459512352941175,,,,,,11.7458345907981,0.5573281765351439,,,,,,,227.08,0.0344899607725626,,18.12623826974534,,4.64000434113985,,,,,654.6380307588257,9.402890590619572,,,,,,4.012731340816684,,,,1986.044219745223,,0.7613741139153218,,,1.388493074856046,,,,,,44.76493383132123,,,1.675061371346085,116.47,,,0.2596791160250905,,,0.09753633985661697,404.69,,46.10417241677985,,140.06,,,,,,,,,,,South,,,,96.64500000000001,110.0,96.64,96.65,F9,,12.91,99.7290877480092,6.638839137785189,,96.64,96.65,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,10.79060387342265,36.136596403266566,36.13746698051566,OLD_Oceanic_Crust,87.44500000000001,U1368,U1368
329-U1368F-13R-1-W 115/117,,,,,,,,,,,,,,,,,,48.92,2.28,13.6,,6.680923972194638,,6.155168425024826,,,0.17,6.59,10.58769559032717,,2.79,0.27,0.243375,,0.6794564348521323,,,,,,,,,,,,,,,,80.55917683552221,43.31129512315272,50.50288061782279,0.2918032008592911,105.1889390642002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.770306799254195,17.86359666182874,2.965278952753536,17.47773988398469,5.447326151749055,1.835265847860539,6.78808586973495,1.246852219628965,8.387151319922127,1.814342011541554,5.265910606557378,0.848504324727713,5.520208343154247,0.7942078224216728,,,,,,15.23895250861739,0.5695910415014538,,,,,,,217.67,0.3111626479289941,,18.48820284677526,,4.557888490462216,,,,,1178.3484553658864,21.57467772808587,,,,,,4.129504532541202,,,,2020.2863614649684,,0.5767582405978393,,,4.589455198814523,,,,,,43.93424868846174,,,1.544821959050721,126.6,,,0.2082891470465524,,,0.09195423632218847,389.08,,44.59722659983962,,137.77,,,,,,,,,,,South,,,,96.66,111.0,96.65,96.67,A9,P13(F11),13.52,99.6505270251793,7.425591499013807,,96.65,96.67,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.587181214939694,36.043136146328266,36.044029532318454,OLD_Oceanic_Crust,87.46,U1368,U1368
329-U1368F-13R-2-W 54/55,,,,,,,,,,,,,,,,,,49.9879,2.29,14.09,,4.263953897471107,,6.957041492276004,,,0.16,6.435,10.83382645803698,,2.87,0.17,0.243375,,0.3399320135971987,,,,,,,,,,,,,,,,119.0062764675887,45.78690315942315,48.73576885668401,0.2963465517722301,111.5133597888261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.043164977375565,17.93784573227924,3.094071815617261,18.32522241816618,5.419897579557092,1.870842326794705,7.098093767052096,1.306029934126764,8.633228515924575,1.820616875967815,5.418034491856679,0.8568033844742946,5.55724086668614,0.8232616071367007,,,,,,12.54987101461195,0.5565692710822807,,,,,,,223.71,0.05477154088905814,,18.66624580939291,,4.692711789911057,,,,,741.9231015266691,10.71483734587303,,,,,,4.189582310764108,,,,2020.2863614649684,,0.7220384573207748,,,1.89454051069597,,,,,,44.90815498989671,,,1.613962169449561,119.53,,,0.2578137055950512,,,0.1043397392951313,386.83,,46.62907015032548,,139.86,,,,,,,,,,,South,,,,97.545,112.0,97.54,97.55,F10,,11.994,99.41403347163418,6.253490580132484,,97.54,97.55,0.1,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,10.833312082649503,36.41443249344363,36.415312667843956,OLD_Oceanic_Crust,88.345,U1368,U1368
